id,title,field,value,trigger,context,flag
268,Reports Database:The economic and social impact of British G,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
268,Reports Database:The economic and social impact of British G,p4_only_material,0,No keywords matched,,
268,Reports Database:The economic and social impact of British G,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',................................ 38 7.4 deadweight .....................................................................,
268,Reports Database:The economic and social impact of British G,p6_be_transparent,2,Level-2 keyword: 'appendix',.................................... 55 appendix b: breakdown of individual and families grant programme awards over the,
268,Reports Database:The economic and social impact of British G,p7_verify_result,0,No keywords matched,,
268,Reports Database:The economic and social impact of British G,p8_be_responsive,0,No keywords matched,,
98,Reports Database:Evaluation of SROI created through Gentoo L,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles- based assessm",
98,Reports Database:Evaluation of SROI created through Gentoo L,p2_understand_changes,2,Level-2 keyword: 'theory of change',e activities 2.2.2 outputs inputs 2.2.3 theory of changes – outcomes 2.3 indicators 2.4 indicators – older person 2.4.1 ,
98,Reports Database:Evaluation of SROI created through Gentoo L,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
98,Reports Database:Evaluation of SROI created through Gentoo L,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
98,Reports Database:Evaluation of SROI created through Gentoo L,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"inancial proxies and sources 2.7 impact deadweight, attribution and displacement calculation of impact social return cal",
98,Reports Database:Evaluation of SROI created through Gentoo L,p6_be_transparent,2,Level-2 keyword: 'audit trail',statements from consultation appendix 4 audit trail impact map pg 3 pg 5 pg 5 pg 6 pg 7 pg 10 pg 10 pg 11 pg 11 pg 12 pg,
98,Reports Database:Evaluation of SROI created through Gentoo L,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',re value of change inputs social return sensitivity analysis 4.1 4.2 4.3 4.4 4.4.1 reduced outcomes experienced by custo,
98,Reports Database:Evaluation of SROI created through Gentoo L,p8_be_responsive,2,Level-2 keyword: 'recommendation',ation and dissemination reflections and recommendations outcomes duration financial proxies deductions drop off appendix,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p2_understand_changes,2,Level-2 keyword: 'theory of change',................................. 3 the theory of change ...............................................................,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p3_value_what_matters,0,No keywords matched,,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p5_do_not_overclaim,0,No keywords matched,,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p6_be_transparent,2,Level-2 keyword: 'appendix',.................................... 41 appendix 2: stakeholder engagement .............................................,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',.................................... 40 sensitivity analysis ...........................................................,
95,Reports Database:Nottingham City Homes; Decent Homes Impact ,p8_be_responsive,0,No keywords matched,,
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles- based assessm",
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p2_understand_changes,2,Level-2 keyword: 'theory of change',ther sources of data 2.0 inputs outputs theory of changes – outcomes outcomes and evidence impact map the activities (in,
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"es experienced by others 3.0 impact 3.1 deadweight, attribution and displacement 3.2 drop off 3.3 calculation of impact ",
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p6_be_transparent,2,Level-2 keyword: 'audit trail',ndix 2 appendix 3 appendix 4 impact map audit trail sample evaluation/questionnaires statements from consultation pg 3 p,
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',ge 4.1 4.2 inputs 4.3 social return 4.4 sensitivity analysis reflections and recommendations appendix 1 appendix 2 appen,
44,Reports Database:SROI Evaluation of Supported Apprenticeship,p8_be_responsive,2,Level-2 keyword: 'recommendation',.4 sensitivity analysis reflections and recommendations appendix 1 appendix 2 appendix 3 appendix 4 impact map audit tra,
67,Reports Database:Auchinleck Community Development Initiative,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
67,Reports Database:Auchinleck Community Development Initiative,p2_understand_changes,2,Level-2 keyword: 'theory of change',nsultation 2 4 4 5 5 6 6 7 7 7 8 3. the theory of change from the perspective of the different stakeholders 9 4. inputs ,
67,Reports Database:Auchinleck Community Development Initiative,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
67,Reports Database:Auchinleck Community Development Initiative,p4_only_material,2,Level-2 keyword: 'materiality',ial return 6.4 sensitivity analysis 6.5 materiality considerations 7. conclusions and recommendations appendices 1. audi,
67,Reports Database:Auchinleck Community Development Initiative,p5_do_not_overclaim,1,Level-1 keyword (single hit): 'drop off',,WEAK — only 1 keyword; may be coincidental
67,Reports Database:Auchinleck Community Development Initiative,p6_be_transparent,2,Level-2 keyword: 'audit trail',sions and recommendations appendices 1. audit trail and impact map information 1.1 stakeholders identified who were incl,
67,Reports Database:Auchinleck Community Development Initiative,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',"te around £3 of benefits. by applying a sensitivity analysis, or varying any assumptions made in the calculation, the va",
67,Reports Database:Auchinleck Community Development Initiative,p8_be_responsive,2,Level-2 keyword: 'recommendation',ality considerations 7. conclusions and recommendations appendices 1. audit trail and impact map information 1.1 stakeho,
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p2_understand_changes,1,"Level-1 keywords (5 hits): ['outcome', 'change', 'impact']",lts of the works (outputs) 3/ outcomes 3.1 overview 3.2 change in energy expenditure 3.3 c,
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p3_value_what_matters,2,Level-2 keyword: 'monetis',"al return on investment calculation 6.1 monetised benefits 6.2 value added, present value and sroi ratio 27 27 27 left/ ",
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"12 14 15 15 16 16 16 17 17 18 20 25 5.1 deadweight, displacement, attribution and drop- 25 off 6/ the social return on i",
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p6_be_transparent,2,Level-2 keyword: 'appendix',ratio to 1:1 7.4 summary 8/ conclusions appendix a: 29 29 29 30 30 32 34 health working to establish avoided costs to so,
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',"rracks estate, salford © salix homes 7/ sensitivity analysis 7.1 removal of new barracks co-operative investment 7.2 rem",
93,Reports Database:New Barracks Estate Retrofit – Post Retrofi,p8_be_responsive,0,No keywords matched,,
5,Reports Database:Investing for Social Value,p1_involve_stakeholders,2,Level-2 keyword: 'participat',"ions and social investors. overall, the participating organisations found the experience of sroi evaluation to be a posi",
5,Reports Database:Investing for Social Value,p2_understand_changes,1,"Level-1 keywords (4 hits): ['outcome', 'impact', 'benefit']","s, to better understand their outcomes and impacts. this report presents the findings from",
5,Reports Database:Investing for Social Value,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
5,Reports Database:Investing for Social Value,p4_only_material,0,No keywords matched,,
5,Reports Database:Investing for Social Value,p5_do_not_overclaim,0,No keywords matched,,
5,Reports Database:Investing for Social Value,p6_be_transparent,0,No keywords matched,,
5,Reports Database:Investing for Social Value,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
5,Reports Database:Investing for Social Value,p8_be_responsive,2,Level-2 keyword: 'recommendation',1. acf sroi summaries 2.2. analysis and recommendations 2 3 5 6 6 7 9 10 10 13 3. conclusion 4. summary of recommendatio,
143,Reports Database:The Value of Business Involvement in Youth ,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
143,Reports Database:The Value of Business Involvement in Youth ,p2_understand_changes,2,Level-2 keyword: 'theory of change',akeholders are first determined and the theory of change is investigated for each stakeholder group. outcomes per stakeh,
143,Reports Database:The Value of Business Involvement in Youth ,p3_value_what_matters,2,Level-2 keyword: 'financial proxy',tors are identified for each outcome. a financial proxy is then assigned to each of the outcomes of value and a sensitiv,
143,Reports Database:The Value of Business Involvement in Youth ,p4_only_material,0,No keywords matched,,
143,Reports Database:The Value of Business Involvement in Youth ,p5_do_not_overclaim,0,No keywords matched,,
143,Reports Database:The Value of Business Involvement in Youth ,p6_be_transparent,1,"Level-1 keywords (2 hits): ['evidence', 'data']", group are described based on evidence from direct stakeholder engagement and interaction.,Verify: generic terms may produce false positives
143,Reports Database:The Value of Business Involvement in Youth ,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis', to each of the outcomes of value and a sensitivity analysis is conducted; thereby a return on investment is quantified.,
143,Reports Database:The Value of Business Involvement in Youth ,p8_be_responsive,0,No keywords matched,,
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p1_involve_stakeholders,2,Level-2 keyword: 'participat',"or people with learning disabilities to participate fully in their own society, shaping their own environment and contro",
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p2_understand_changes,1,"Level-1 keywords (6 hits): ['outcome', 'change', 'impact']","vative with highly successful outcomes for people with learning disability, it is also ver",
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p3_value_what_matters,2,Level-2 keyword: 'monetis', the methodology creates a process that monetises the social impact of the work of an organisation as far as possible. w,
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"value on outcomes………………………………………page 18 deadweight, additionality & values not sustained………….……page 22 the results………………",
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p6_be_transparent,0,No keywords matched,,
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p7_verify_result,1,"Level-1 keywords (2 hits): ['sensitiv', 'range']",…………………………………………….……..page 27 sensitivity…………………………………………………………….page 27 conclusions………………,
3,Reports Database:Lawnmowers Independent Theatre Company SROI,p8_be_responsive,1,Level-1 keyword (single hit): 'learning',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p2_understand_changes,2,Level-2 keyword: 'theory of change',t measurement strategy which includes a theory of change and logic model that help demonstrate the relationship between ,
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p5_do_not_overclaim,0,No keywords matched,,
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p6_be_transparent,1,Level-1 keyword (single hit): 'evidence',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
6,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/,p8_be_responsive,0,No keywords matched,,
13,Reports Database:Institute of Advanced Motorists Social Impa,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
13,Reports Database:Institute of Advanced Motorists Social Impa,p2_understand_changes,1,"Level-1 keywords (3 hits): ['impact', 'difference', 'result']", of advanced motorists social impact evaluation using social return on investment | 0 rese,
13,Reports Database:Institute of Advanced Motorists Social Impa,p3_value_what_matters,1,"Level-1 keywords (2 hits): ['value', 'worth']","ves. while we can never put a value on the emotional cost of accidents, this report does g",
13,Reports Database:Institute of Advanced Motorists Social Impa,p4_only_material,1,"Level-1 keywords (2 hits): ['material', 'relevant']",a range of research and other material on social impact and related topics. further inform,
13,Reports Database:Institute of Advanced Motorists Social Impa,p5_do_not_overclaim,0,No keywords matched,,
13,Reports Database:Institute of Advanced Motorists Social Impa,p6_be_transparent,1,Level-1 keyword (single hit): 'data',,WEAK — only 1 keyword; may be coincidental
13,Reports Database:Institute of Advanced Motorists Social Impa,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
13,Reports Database:Institute of Advanced Motorists Social Impa,p8_be_responsive,0,No keywords matched,,
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p2_understand_changes,2,Level-2 keyword: 'theory of change',rs 3. investment in the activity 4. the theory of change 5. outcomes and evidence 6. impact 7. social return calculation,
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p4_only_material,1,"Level-1 keywords (3 hits): ['material', 'scope', 'relevant']",il (in kind contributions and materials) in addition to this funding bids are being prepar,
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p5_do_not_overclaim,0,No keywords matched,,
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p6_be_transparent,2,Level-2 keyword: 'audit trail',eturn calculation 8. recommendations 9. audit trail 10. appendices 3 5 10 11 18 31 33 35 38 39 2 1 introduction this sro,
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
14,Reports Database:Greenspace Scotland – SROI of the Greenlink,p8_be_responsive,2,Level-2 keyword: 'recommendation', impact 7. social return calculation 8. recommendations 9. audit trail 10. appendices 3 5 10 11 18 31 33 35 38 39 2 1 in,
15,Reports Database:Berkshire Association of Clubs for Young Pe,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
15,Reports Database:Berkshire Association of Clubs for Young Pe,p2_understand_changes,2,Level-2 keyword: 'theory of change',bacyp) ltd and sroi scope .4 section 4. theory of change ...............................................................,
15,Reports Database:Berkshire Association of Clubs for Young Pe,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
15,Reports Database:Berkshire Association of Clubs for Young Pe,p4_only_material,2,Level-2 keyword: 'materiality',ritise key stakeholders and objectives. materiality – the,
15,Reports Database:Berkshire Association of Clubs for Young Pe,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',........................ 65 appendix 6. deadweight calculations ........................................................,
15,Reports Database:Berkshire Association of Clubs for Young Pe,p6_be_transparent,2,Level-2 keyword: 'appendix',.................................... 47 appendix 1. outcome indicators .................................................,
15,Reports Database:Berkshire Association of Clubs for Young Pe,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
15,Reports Database:Berkshire Association of Clubs for Young Pe,p8_be_responsive,2,Level-2 keyword: 'recommendation',......................... 39 section 8. recommendations ................................................................,
16,Reports Database:Pachamama Coffee Co-op,p1_involve_stakeholders,0,No keywords matched,,
16,Reports Database:Pachamama Coffee Co-op,p2_understand_changes,1,"Level-1 keywords (2 hits): ['change', 'impact']", roasted speciality largely unchanged and commanded over $10.00 in the us market. coffees ,
16,Reports Database:Pachamama Coffee Co-op,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
16,Reports Database:Pachamama Coffee Co-op,p4_only_material,0,No keywords matched,,
16,Reports Database:Pachamama Coffee Co-op,p5_do_not_overclaim,0,No keywords matched,,
16,Reports Database:Pachamama Coffee Co-op,p6_be_transparent,0,No keywords matched,,
16,Reports Database:Pachamama Coffee Co-op,p7_verify_result,1,Level-1 keyword (single hit): 'robustness',,WEAK — only 1 keyword; may be coincidental
16,Reports Database:Pachamama Coffee Co-op,p8_be_responsive,0,No keywords matched,,
18,Reports Database:Real Jobs SROI Evaluation,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
18,Reports Database:Real Jobs SROI Evaluation,p2_understand_changes,2,Level-2 keyword: 'impact map',....................... 45 appendix 5 – impact map part one: indicators and financial proxies ........... 55 appendix 6-,
18,Reports Database:Real Jobs SROI Evaluation,p3_value_what_matters,2,Level-2 keyword: 'proxy value',"iding a set of outcomes, indicators and proxy values for a supported employment project in scotland. the sroi for real j",
18,Reports Database:Real Jobs SROI Evaluation,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
18,Reports Database:Real Jobs SROI Evaluation,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"............. 70 appendix 7 – duration, deadweight, attribution and drop-off ..................... 96 appendix 8 - the c",
18,Reports Database:Real Jobs SROI Evaluation,p6_be_transparent,2,Level-2 keyword: 'audit trail',................................. 29 7. audit trail ....................................................................,
18,Reports Database:Real Jobs SROI Evaluation,p7_verify_result,1,Level-1 keyword (single hit): 'range',,WEAK — only 1 keyword; may be coincidental
18,Reports Database:Real Jobs SROI Evaluation,p8_be_responsive,1,"Level-1 keywords (2 hits): ['learning', 'implication']",website and the employability learning network. real jobs produced an easy-read version of,
19,Reports Database:Catalysts for Community Action and Investme,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
19,Reports Database:Catalysts for Community Action and Investme,p2_understand_changes,2,Level-2 keyword: 'theory of change',................................. 11 3. theory of change ...............................................................,
19,Reports Database:Catalysts for Community Action and Investme,p3_value_what_matters,1,"Level-1 keywords (2 hits): ['value', 'proxy']","logy to understand the social value created by community development work, using a common ",
19,Reports Database:Catalysts for Community Action and Investme,p4_only_material,0,No keywords matched,,
19,Reports Database:Catalysts for Community Action and Investme,p5_do_not_overclaim,0,No keywords matched,,
19,Reports Database:Catalysts for Community Action and Investme,p6_be_transparent,2,Level-2 keyword: 'appendix',.................................... 48 appendix 1. stakeholder 1 questionnaire ........................................,
19,Reports Database:Catalysts for Community Action and Investme,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',.................................... 44 sensitivity analysis ...........................................................,
19,Reports Database:Catalysts for Community Action and Investme,p8_be_responsive,0,No keywords matched,,
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p2_understand_changes,1,"Level-1 keywords (2 hits): ['outcome', 'result']", programme’s (cip) key stated outcomes for its delivery are:  enhanced social inclusion o,
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p3_value_what_matters,1,"Level-1 keywords (3 hits): ['value', 'worth', 'cost saving']",ndation 1.2 summary of social value “this report has been submitted to an independent assu,
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p4_only_material,0,No keywords matched,,
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p5_do_not_overclaim,0,No keywords matched,,
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p6_be_transparent,1,"Level-1 keywords (2 hits): ['source', 'data']"," the health trust relate to resources saved rather than a true cost return, one of the sen",Verify: generic terms may produce false positives
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',"her than a true cost return, one of the sensitivity analysis carried out was to remove the social worker outcome. this a",
21,Reports Database:The Cedar Foundation Community Inclusion Pr,p8_be_responsive,0,No keywords matched,,
22,Reports Database:Gorgie City Farm Community Gardening Projec,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
22,Reports Database:Gorgie City Farm Community Gardening Projec,p2_understand_changes,2,Level-2 keyword: 'impact map',0. stakeholder review 11. appendices a. impact map (separate excel file) b. sroi background and principles c. sample que,
22,Reports Database:Gorgie City Farm Community Gardening Projec,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
22,Reports Database:Gorgie City Farm Community Gardening Projec,p4_only_material,2,Level-2 keyword: 'excluded from'," several outcomes and stakeholders were excluded from the analysis, and it is likely that financial proxies have underes",
22,Reports Database:Gorgie City Farm Community Gardening Projec,p5_do_not_overclaim,0,No keywords matched,,
22,Reports Database:Gorgie City Farm Community Gardening Projec,p6_be_transparent,2,Level-2 keyword: 'audit trail', 6. impact 7. results 8. sensitivity 9. audit trail 10. stakeholder review 11. appendices a. impact map (separate excel ,
22,Reports Database:Gorgie City Farm Community Gardening Projec,p7_verify_result,1,"Level-1 keywords (2 hits): ['sensitiv', 'range']",oxies 6. impact 7. results 8. sensitivity 9. audit trail 10. stakeholder review 11. append,
22,Reports Database:Gorgie City Farm Community Gardening Projec,p8_be_responsive,0,No keywords matched,,
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p1_involve_stakeholders,1,Level-1 keyword (single hit): 'stakeholder',,WEAK — only 1 keyword; may be coincidental
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p2_understand_changes,2,Level-2 keyword: 'impact map',.................................... 20 impact map .....................................................................,
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p4_only_material,2,Level-2 keyword: 'materiality',.................................... 12 materiality ....................................................................,
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',.................................... 23 deadweight .....................................................................,
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p6_be_transparent,1,Level-1 keyword (single hit): 'data',,WEAK — only 1 keyword; may be coincidental
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p7_verify_result,0,No keywords matched,,
23,Reports Database:The value of Hamelin Trust’s Roots and Shoo,p8_be_responsive,0,No keywords matched,,
25,Reports Database:The Breadmaker SROI,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles- based assessm",
25,Reports Database:The Breadmaker SROI,p2_understand_changes,2,Level-2 keyword: 'theory of change',............................. 23 9. the theory of change ...............................................................,
25,Reports Database:The Breadmaker SROI,p3_value_what_matters,2,Level-2 keyword: 'financial proxy',. 50 i scenario 1 - altering a specific financial proxy ............................................ 50 ii ,
25,Reports Database:The Breadmaker SROI,p4_only_material,1,Level-1 keyword (single hit): 'scope',,WEAK — only 1 keyword; may be coincidental
25,Reports Database:The Breadmaker SROI,p5_do_not_overclaim,0,No keywords matched,,
25,Reports Database:The Breadmaker SROI,p6_be_transparent,1,"Level-1 keywords (3 hits): ['assumption', 'evidence', 'data']",........................ 43 i assumptions ................................................,Verify: generic terms may produce false positives
25,Reports Database:The Breadmaker SROI,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis',................................ 49 12. sensitivity analysis ...........................................................,
25,Reports Database:The Breadmaker SROI,p8_be_responsive,1,Level-1 keyword (single hit): 'learning',,WEAK — only 1 keyword; may be coincidental
26,Reports Database:Kesho Organisation Secondary School Program,p1_involve_stakeholders,2,Level-2 keyword: 'stakeholder engagement',"e here does not include verification of stakeholder engagement, data and calculations. it is a principles-based assessme",
26,Reports Database:Kesho Organisation Secondary School Program,p2_understand_changes,2,Level-2 keyword: 'impact map',t staff's stories the republic of kenya impact map. phase 1 table 4. list of all outcomes and indicators additional stud,
26,Reports Database:Kesho Organisation Secondary School Program,p3_value_what_matters,2,Level-2 keyword: 'monetis', sroi-europe principles 4 • determine a monetised equivalent for the indicators boundaries • deciding which part of the ,
26,Reports Database:Kesho Organisation Secondary School Program,p4_only_material,2,Level-2 keyword: 'materiality',t map. phase 2. the economic model 2.1. materiality 2.2 outcomes converted table 5. examples of direct costs and financi,
26,Reports Database:Kesho Organisation Secondary School Program,p5_do_not_overclaim,2,Level-2 keyword: 'deadweight',"lishing the impact table 6. examples of deadweight, displacement and attribution 2.4. determining outcome period table 6",
26,Reports Database:Kesho Organisation Secondary School Program,p6_be_transparent,2,Level-2 keyword: 'audit trail',eholder engagement table 1. stakeholder audit trail. inclusion or exclusion table 2. stakeholder audit trail. engagement,
26,Reports Database:Kesho Organisation Secondary School Program,p7_verify_result,2,Level-2 keyword: 'sensitivity analysis', conclusions chart 1. benefit breakdown sensitivity analysis recommendations 4 5 7 10 11 13 14 16 16 18 18 19 20 20 24 2,
26,Reports Database:Kesho Organisation Secondary School Program,p8_be_responsive,2,Level-2 keyword: 'recommendation', benefit breakdown sensitivity analysis recommendations 4 5 7 10 11 13 14 16 16 18 18 19 20 20 24 25 25 25 26 26 27 30 3,
27,Reports Database:Fifteen SROI,p1_involve_stakeholders,1,"Level-1 keywords (2 hits): ['stakeholder', 'interview']","otal value of benefits to key stakeholders – apprentices, their families and children and ",
27,Reports Database:Fifteen SROI,p2_understand_changes,2,Level-2 keyword: 'theory of change',................. 2 3.0 methodology and theory of change ...............................................................,
27,Reports Database:Fifteen SROI,p3_value_what_matters,1,Level-1 keyword (single hit): 'value',,WEAK — only 1 keyword; may be coincidental
27,Reports Database:Fifteen SROI,p4_only_material,0,No keywords matched,,
27,Reports Database:Fifteen SROI,p5_do_not_overclaim,1,Level-1 keyword (single hit): 'attribution',,WEAK — only 1 keyword; may be coincidental
27,Reports Database:Fifteen SROI,p6_be_transparent,1,"Level-1 keywords (3 hits): ['evidence', 'source', 'data']","pened, and these were used as evidence to support the analysis. part of the project also i",Verify: generic terms may produce false positives
27,Reports Database:Fifteen SROI,p7_verify_result,0,No keywords matched,,
27,Reports Database:Fifteen SROI,p8_be_responsive,2,Level-2 keyword: 'we recommend',a more systematic approach is required. we recommend that fifteen introduce baseline data collection sy,
29,Reports Database:Families and Schools Together SROI Case Stu,p1_involve_stakeholders,2,Level-2 keyword: 'participat',"ss in school and parents have increased participation in the community significantly, four to five years after involveme",
