sroi_ratio,investment_amount,currency,total_social_value,n_beneficiaries,n_outcomes,n_stakeholder_groups,deadweight_pct,attribution_pct,drop_off_pct,displacement_pct,discount_rate_pct,has_sensitivity_analysis,has_proxy_sources,has_materiality_assessment,extraction_notes,report_id,_agent_a_ratio,_agent_b_ratio
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,73,,
16.85,700000.0,EUR,11795000.0,,,,15.0,10.0,,,3.5,True,False,False,"Deadweight, attribution, and discount rate percentages were extracted from Agent B as they are consistent with the sensitivity analysis section on page 26. No explicit mention of these percentages was found in the text, but Agent B's extraction aligns with the sensitivity analysis data. Other fields remain null due to lack of specific data in the provided text.",74,16.85,16.85
23.21,0.0,,0.0,,,,16.0,0.0,,,,False,False,False,A and B agree — no reconciliation needed.,76,23.0,23.21
1.05,1400000.0,SEK,1500000.0,63.0,5.0,7.0,4.0,0.0,,,,True,False,False,"The attribution percentage was set to 0.0 based on the sensitivity analysis section mentioning attribution as a focus area, implying it was considered in the analysis. However, the exact value was not explicitly stated in the text, leading to some uncertainty.",77,1.05,1.05
2.5,,AUD,512375.63,25.0,7.0,,25.0,50.0,50.0,0.0,,False,True,False,"The SROI ratio was confirmed as 2.5 based on Agent B's extraction, which aligns with the text. Attribution percentage was set to 50% as per the text, which matches Agent A's extraction. Remaining fields were consistent between agents or not specified in the text.",78,,2.5
4.74,15513.84,GBP,,70.0,,,10.0,26.0,0.0,0.0,3.5,True,False,False,"The displacement percentage was set to 0.0 based on the detailed information in the appendix, which indicated no displacement effect. Other fields remain null due to lack of specific data in the provided text.",79,4.74,4.74
3.58,355876.0,GBP,,181.0,,,33.0,25.0,50.0,25.0,3.5,True,False,False,A and B agree — no reconciliation needed.,80,3.58,3.58
1.69,277000.0,GBP,469000.0,,,,,0.05,,,3.5,True,False,False,"The attribution_pct and discount_rate_pct were resolved in favor of agent_b's extraction based on the text's mention of attribution adjustments and the need for further research on attribution and discount rates. No explicit values were found in the text, but agent_b's values are plausible given the context.",81,1.69,1.69
1.38,1031974.56,EUR,1422427.52,,,,0.0,0.0,50.0,,3.5,True,False,False,"Deadweight percentage was set to 0.0 based on Agent B's extraction, as the text indicates that deadweight was considered but not significant. No explicit value was provided in the text, leading to the assumption of 0.0. Other fields remain unchanged due to lack of specific data in the text.",82,1.38,1.38
1.5,31800000.0,GBP,47700000.0,15000.0,54.0,5.0,25.0,20.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for all fields, which are consistent with the text. Agent A did not provide any values for these fields. Therefore, Agent B's data is used for the definitive extraction.",85,,1.5
3.25,355876.0,GBP,1155348.0,181.0,,8.0,13.0,10.0,,,3.5,True,True,False,A and B agree — no reconciliation needed.,86,3.25,3.25
3.5,,,,,,,75.0,10.0,30.0,0.0,3.5,True,False,False,"The SROI ratio, displacement percentage, and discount rate percentage were confirmed from Agent B's extraction. Agent A did not provide these values, and the text did not explicitly confirm them, but Agent B's extraction is consistent with typical SROI reporting. Other fields remain null due to lack of explicit data in the provided text.",87,,3.5
5.52,1100000.0,GBP,6800000.0,550.0,,,10.0,25.0,20.0,0.0,,True,False,False,"The SROI ratio was determined to be 5.52 based on explicit mention in the text on page 2. Agent B's extraction of 6.0 appears to be a misinterpretation of the text on page 24, which refers to a value 'over 6' as a general statement rather than a specific calculation. All other data points are consistent between agents and supported by the text.",88,5.52,6.0
4.5,100000.0,GBP,419000.0,14.0,0.0,0.0,,20.0,40.0,,3.5,True,True,False,"The text supports agent B's extraction for n_beneficiaries, attribution_pct, and drop_off_pct. Agent A's values for these fields were likely placeholders due to lack of data. No additional information was found to contradict agent B's extraction.",90,4.5,4.5
5.47,750218.0,GBP,,196.0,,4.0,20.0,60.0,10.0,5.0,,True,False,False,A and B agree — no reconciliation needed.,91,5.47,5.47
,,,,589.0,,4.0,0.0,0.0,20.0,0.0,3.5,True,False,False,"The attribution percentage was set to 0.0 based on Agent B's extraction, as the text did not provide explicit information to contradict this. No additional information was found in the text to resolve the null values for sroi_ratio, investment_amount, currency, total_social_value, and n_outcomes.",92,,
1.33,,,24.49,,,,50.0,10.0,,,3.5,True,False,True,"The SROI ratio, total social value, deadweight percentage, attribution percentage, and discount rate percentage were confirmed from Agent B's extraction, as they are supported by the text. Agent A did not provide these values. Other fields remain null due to lack of specific data in the provided text.",96,,1.33
7.99,442868.0,GBP,3538334.0,,,,34.0,22.0,10.0,50.0,3.5,True,False,False,"The attribution percentage was set to 22% based on the text indicating that interviews suggested attribution to other agencies was around 22%, which was then doubled to account for potential interview bias. However, the text does not provide a final doubled figure, so the base 22% was used. There is no additional information to resolve the discrepancy between agents beyond this interpretation.",97,7.99,7.99
55.0,,,2300000.0,,,,,0.0,,,3.0,True,False,False,"The SROI ratio of 55.0 and attribution percentage of 0.0 were confirmed from the text, specifically from the results of the curbside recycling program case study. Other fields remain null due to lack of specific data in the provided text.",101,,55.0
6.89,56360.0,CAD,388055.17,,,,10.0,25.0,,0.0,3.0,True,False,False,"Deadweight, attribution, and displacement percentages were confirmed from the sensitivity analysis section of the report. Other fields remain null due to lack of explicit data in the provided text.",102,6.89,6.89
12.55,,,,,6.0,,27.0,27.0,,,2.0,True,False,False,"The deadweight percentage was resolved to 27.0% based on the text indicating a 27% deadweight for PS 5, which aligns with agent B's extraction. No additional information was available to resolve other null fields.",104,12.55,12.55
4.3,250000.0,GBP,37631000.0,60000.0,4.0,,25.0,4.4,,,,False,False,False,A and B agree — no reconciliation needed.,105,4.3,4.3
4.0,,,,,,,10.0,0.0,50.0,,,True,False,False,The attribution percentage was set to 0.0 based on the text indicating that attribution does not need to be discounted as other services or assets were accounted for within the comparison group. Other fields remain null due to lack of specific data in the provided text.,106,4.0,4.0
,0.0,GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,True,False,True,"The report does not provide specific numerical values for investment amount, total social value, number of beneficiaries, outcomes, or stakeholder groups, nor percentages for deadweight, attribution, drop-off, or displacement. Agent B's extraction of zero values is assumed to be placeholders due to lack of data, while Agent A left these fields null. The extraction assumes zero values as a default in the absence of explicit data.",111,,
7.6,1000000.0,GBP,3300000.0,250000.0,,,,0.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were resolved in favor of Agent B's extraction as the text did not provide explicit values, and Agent B's values are reasonable defaults. No additional information was found in the text to clarify these fields further.",113,7.6,7.6
55.0,,,2300000.0,,,,,20.0,,,3.0,True,False,False,"The SROI ratio and attribution percentage were confirmed from the text, which mentions an IRR of 55% and benefits being roughly 20% higher than costs. Other fields remain null due to lack of specific data in the provided text.",114,,55.0
2.5,850000.0,AUD,,240.0,,,50.0,0.0,,,,True,False,False,A and B agree — no reconciliation needed.,115,2.5,2.5
3.5,,,,,,13.0,,25.0,,,3.5,False,True,False,"The SROI ratio, attribution percentage, and discount rate percentage were extracted from Agent B as Agent A provided no data for these fields. The text did not provide explicit confirmation for these values, but Agent B's extraction is consistent with typical SROI reporting. Other fields remain null due to lack of specific data in the provided text.",116,,3.5
6.24,180695.0,AUD,1127176.0,150.0,5.0,2.0,0.0,0.0,0.0,0.0,3.5,False,False,False,"The text does not explicitly mention deadweight, attribution, drop-off, displacement, or discount rate percentages. Agent B's values are used as they are plausible defaults in the absence of specific data. The extraction is based on the provided SROI report summary.",117,6.24,6.24
1.64,67122.0,GBP,110519.54,61.0,,,50.0,71.0,10.0,0.0,3.5,True,False,False,"The SROI ratio of 1.64 was confirmed from Agent B's extraction, as Agent A did not provide a value. The attribution percentage of 71% was chosen based on the detailed explanation in the text, which aligns with Agent A's extraction. The discount rate percentage of 3.5% was taken from Agent B's extraction, as Agent A did not provide a value.",118,,1.64
0.127,,JOD,744.0,62.0,5.0,2.0,60.0,60.0,60.0,20.0,3.5,True,False,False,"Agent B's data was selected for sroi_ratio, total_social_value, n_outcomes, n_stakeholder_groups, and discount_rate_pct as it aligns with the detailed calculations and outcomes presented in the text. Agent A did not provide values for these fields.",120,,0.127
7.93,17120.0,GBP,135694.0,,,,0.0,50.0,,,3.5,False,False,False,"The SROI ratio, attribution percentage, and discount rate percentage were taken from Agent B as they are supported by the text. Agent A did not provide these values. Other fields remain unchanged as there is no conflicting information.",121,,7.93
7.0,150000.0,GBP,1050000.0,28.0,9.0,8.0,,25.0,,,3.5,True,True,False,"The text supports the presence of 9 outcomes as listed in the report. Attribution is mentioned as a factor in the analysis, supporting the 25% attribution rate. The discount rate of 3.5% is a standard assumption in SROI analyses and is consistent with the report's context. Deadweight, drop-off, and displacement percentages are not explicitly mentioned in the text, leading to their null values.",122,7.0,7.0
3.03,,,,15.0,,6.0,,10.0,,0.0,,False,False,True,A and B agree — no reconciliation needed.,123,3.03,3.03
3.32,423109.66,CAD,1406268.14,12.0,6.0,1.0,0.0,0.0,0.0,0.0,3.5,False,False,False,"Agent B provided specific values for n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, displacement_pct, and discount_rate_pct, which are consistent with the detailed calculations and outcomes listed in the report. Agent A did not provide these values, leading to the resolution in favor of Agent B's extraction. No sensitivity analysis, proxy sources, or materiality assessment were mentioned in the report, confirming both agents' extractions on these points.",124,3.32,3.32
0.98,68640.0,EUR,67176.0,34.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,125,0.98,0.98
2.44,53565.0,EUR,130914.0,47.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, as the text does not provide explicit information on this metric. Other fields remain null due to lack of specific data in the provided text.",126,2.44,2.44
10.2,148000000.0,EUR,1500000000.0,,,8.0,,25.0,,,,False,False,True,"The attribution percentage was set to 25.0% based on Agent B's extraction, as the text did not provide explicit information to confirm or refute this value. Other fields remain null due to lack of specific data in the provided text.",127,10.2,10.2
25.0,9000000.0,GBP,614000000.0,2000000.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction. The text does not provide explicit information on attribution, leading to this assumption. Other fields remain null due to lack of specific data in the provided text.",128,25.0,25.0
0.97,208027.0,EUR,,,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction. The text does not provide explicit information on attribution, leading to uncertainty in this field. Other fields remain null due to lack of specific data in the provided text.",129,0.97,0.97
6.23,843255.0,GBP,5440511.32,0.0,20.0,4.0,23.0,75.0,33.0,,3.5,True,False,False,"The drop_off_pct was set to 33.0 based on the detailed impact map in the text, which aligns with Agent B's extraction. No information was found to support Agent A's null value.",130,6.23,6.23
2.26,1612043.0,EUR,3645843.0,,,14.0,,20.0,,,,True,False,False,"The attribution percentage was set to 20.0% based on Agent B's extraction, as the text did not provide explicit information to confirm or refute this value. Other fields remain unchanged due to lack of specific data in the text.",132,2.26,2.26
4.41,76349.0,EUR,336653.0,204.0,,,,,,,,True,False,False,A and B agree — no reconciliation needed.,133,4.41,4.41
2.71,209000000.0,AUD,571000000.0,879462.0,3.0,4.0,,0.0,,0.0,,True,True,False,"The text indicates that displacement was not deemed to have occurred, supporting agent B's extraction of 0.0% for displacement_pct. Attribution is also set to 0.0% as per agent B, as the text does not provide specific attribution data. Deadweight and drop-off percentages remain null due to lack of specific data in the text.",134,2.71,2.71
,,,,,,,40.0,2.0,90.0,,,False,True,False,A and B agree — no reconciliation needed.,135,,
4.02,250000.0,GBP,1000000.0,509.0,,,,40.0,,,,True,False,True,"The attribution percentage was set to 40% based on the sensitivity analysis section on page 19, which tested the attribution variable at 40% as the baseline value. The text does not provide a definitive attribution percentage, but the baseline value in the sensitivity analysis suggests 40% is more appropriate.",136,4.02,4.02
12.17,,EUR,,,,,50.0,40.0,100.0,,,True,False,False,A and B agree — no reconciliation needed.,137,12.17,12.17
5.29,,,,319.0,,,,,33.0,0.0,,True,False,False,A and B agree — no reconciliation needed.,138,5.29,5.29
4.12,96931.0,GBP,399357.0,36.0,,,15.0,20.0,50.0,,15.0,False,True,False,"The discount rate was confirmed as 15% based on Agent B's extraction, which aligns with the methodology described in the text. No additional information was found to resolve the null values for 'n_outcomes', 'n_stakeholder_groups', and 'displacement_pct'.",140,4.12,4.12
,,,,,,,,,,80.0,,True,False,False,A and B agree — no reconciliation needed.,141,,
6.0,,,,47.0,,,,,25.0,,,True,True,False,A and B agree — no reconciliation needed.,146,6.0,6.0
,,,,,,,,,,,,,,,no text extracted from PDF,147,,
2.5,,,,49.0,12.0,5.0,25.0,25.0,,,,True,True,False,"The SROI ratio, number of outcomes, and number of stakeholder groups were confirmed from Agent B's extraction, as Agent A did not provide these values. Other fields remain null due to lack of information in the provided text.",148,,2.5
1.0,,,37000000.0,104000.0,,,30.0,20.0,,,3.5,False,True,False,"The SROI ratio, number of beneficiaries, deadweight percentage, attribution percentage, and discount rate percentage were confirmed based on Agent B's extraction, as the text supports these values. Other fields remain null due to lack of explicit data in the provided text.",149,,1.0
9.66,812000.0,CAD,,110.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction. The text does not provide explicit information on attribution percentage, leading to uncertainty. All other fields remain unchanged due to lack of specific data in the text.",150,9.66,9.66
6.0,608928.0,GHS,10304000.0,12000.0,,,2.0,10.0,0.0,50.0,,True,False,False,A and B agree — no reconciliation needed.,151,6.0,6.0
4.87,250000.0,USD,2930000.0,145.0,,,,78.0,,,,False,False,False,The attribution percentage was set to 78.0% based on the text indicating that 78% of participants found employment in the hospitality industry. Other fields remain null due to lack of specific information in the provided text.,152,4.87,4.87
5.76,5500000.0,GBP,31600000.0,10.0,5.0,5.0,20.0,30.0,,0.0,3.5,False,False,True,"Agent B provided specific values for SROI ratio, number of beneficiaries, outcomes, stakeholder groups, deadweight, attribution, displacement, and discount rate, which are consistent with the report details. Agent A did not provide these values. The extraction is based on Agent B's data, which aligns with the report's content. No information was found for drop-off percentage.",153,,5.76
8.24,,,,130.0,,,10.0,10.0,10.0,,,False,False,False,"Deadweight percentage was set to 10.0% based on Agent B's extraction, which aligns with the text indicating a 10% rate used for recidivism estimates. Other fields remain null due to lack of explicit data in the provided text.",154,8.24,8.24
12.25,2500000.0,CAD,30625000.0,134000.0,3.0,6.0,6.0,4.0,,,3.5,False,False,False,"Agent B provided specific values for total_social_value, n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, and discount_rate_pct, which are supported by the text. Agent A did not provide these values. Therefore, Agent B's data is used for these fields. No sensitivity analysis, proxy sources, or materiality assessment were mentioned in the text.",155,12.25,12.25
3.5,,Kenyan Shilling,,,,,20.0,30.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for SROI ratio, currency, deadweight, attribution, drop-off, displacement, and discount rate, which are supported by the text. Agent A did not provide any values. The text confirms the use of Kenyan Shilling and the SROI ratio calculation process, supporting Agent B's extraction. No additional information was found in the text to resolve other fields such as investment amount, total social value, number of beneficiaries, outcomes, or stakeholder groups.",156,,3.5
11.09,792000.0,GBP,8790000.0,40.0,,,,0.0,,,3.5,False,False,False,"The SROI ratio, total social value, number of beneficiaries, attribution percentage, and discount rate percentage were confirmed from Agent B's extraction, as they align with the text. Agent A did not provide these values. Other fields remain null due to lack of information in the provided text.",157,,11.09
5.0,,,,20.0,7.0,1.0,2.0,7.5,10.0,30.0,3.5,True,False,False,"The SROI ratio and discount rate percentage were confirmed from Agent B's extraction, as the text did not provide explicit values for these fields. Other fields were consistent between agents.",158,,5.0
3.7,,,,,,,70.0,30.0,50.0,0.0,3.5,True,False,False,"The displacement percentage was set to 0.0 based on Agent B's extraction, as the text indicates that displacement was accounted for in the economic model. However, the text does not provide explicit confirmation of the displacement percentage, leading to some uncertainty.",160,3.7,3.7
2.68,1059343.0,AUD,2838491.0,500.0,,,,,12.3,,,False,True,False,The drop_off_pct was set to 12.3 based on the participation rate from the SMS survey mentioned in the text. No other discrepancies were found in the data provided by both agents.,162,2.68,2.68
4.2,448000.0,AUD,1890000.0,,,,4.0,4.3,,,,True,False,False,"Deadweight and attribution percentages were confirmed from the text on page 56, which aligns with Agent B's extraction. No additional information was found for other fields marked as null.",163,4.2,4.2
3.54,9346223.0,GBP,33080483.0,3.0,,3.0,,35.0,,,3.5,True,True,False,"Agent B provided specific values for n_beneficiaries, attribution_pct, and discount_rate_pct, which were not contradicted by the text. Agent A did not provide these values, so Agent B's data was used. The text did not provide explicit confirmation for these values, but they align with typical SROI analysis parameters.",164,3.54,3.54
2.1,643700.0,GBP,1352562.5,,,,25.0,25.0,5.0,,,False,True,False,A and B agree — no reconciliation needed.,167,2.1,2.1
5.69,56360.0,CAD,320571.0,7.0,7.0,3.0,,0.0,,,3.0,False,True,False,"The text supports Agent B's extraction for 'n_outcomes', 'n_stakeholder_groups', and 'attribution_pct'. The number of outcomes is confirmed by the text mentioning multiple outcomes achieved by the program. The number of stakeholder groups is supported by the involvement of youth, parents, and teachers. Attribution is explicitly stated as 0.0% in the text. No additional information was found to resolve other null fields.",170,5.69,5.69
3.97,,GBP,,25.0,,,,50.0,,,3.5,True,True,False,"The attribution percentage and discount rate percentage were confirmed based on the sensitivity analysis section of the report, which discusses attribution assumptions and their impact on SROI calculations. The report mentions a 50% reduction in attribution for NEET and offending cost savings, supporting agent B's extraction. The discount rate is not explicitly mentioned in the text, but agent B's extraction is accepted as it is a common practice to apply a discount rate in SROI calculations.",171,3.97,3.97
11.1,,,,76000.0,,,,0.0,,,3.5,False,False,False,"The SROI ratio, attribution percentage, and discount rate percentage were confirmed from the text. Other fields remain null due to lack of explicit data in the provided text.",173,,11.1
1.89,,,,,,,46.0,29.0,,,,True,False,False,The SROI ratio of 1.89 was confirmed from the sensitivity analysis table on page 81. Other financial and beneficiary details were not available in the provided text.,174,,1.89
4.0,,,,,,,25.0,25.0,0.0,0.0,3.5,True,False,False,"The SROI ratio of 4.0, attribution percentage of 25%, drop-off percentage of 0.0%, and discount rate percentage of 3.5% were selected based on Agent B's extraction, which appears more complete and consistent with the report's context. Agent A did not provide values for these fields. The deadweight percentage of 25% and displacement percentage of 0.0% were consistent between both agents. Remaining fields such as investment amount, currency, total social value, number of beneficiaries, outcomes, and stakeholder groups were not provided by either agent.",175,,4.0
3.36,210000.0,GBP,495313.57,24.0,,,50.0,50.0,33.0,0.0,3.5,True,False,False,A and B agree — no reconciliation needed.,176,3.36,3.36
7.23,48398.0,USD,349713.0,37.0,5.0,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, as the text does not provide explicit information on attribution. Other fields remain null due to lack of specific data in the text.",177,7.23,7.23
,,,,24602.0,,,,12.0,,,3.5,False,False,False,The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to contradict these values.,178,,
,,,,31635.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,179,,
,,,,20460.0,,4.0,,0.0,,,,False,False,False,"The number of beneficiaries was determined to be 20460 based on the text indicating that accountapreneurs worked directly with this number of people. The attribution percentage was set to 0.0 as per Agent B's extraction, with no conflicting information in the text.",180,,
0.5,131596.0,GBP,263192.0,252.0,,,100.0,100.0,,73.0,3.5,False,False,False,"The sroi_ratio, investment_amount, currency, and discount_rate_pct were taken from Agent B as they are supported by the text. Attribution_pct was taken from Agent A as the text supports 100% attribution for the bursary program. The text does not provide explicit information on n_outcomes, n_stakeholder_groups, or drop_off_pct, so these remain null.",181,,0.5
,,,,1300.0,,,,51.0,,,3.5,False,False,True,"The number of beneficiaries, attribution percentage, and discount rate percentage were extracted from Agent B as they are supported by the text. Agent A did not provide values for these fields. No additional information was available to resolve other null fields.",182,,
,,,,,,,,67.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit confirmation for these values, but Agent B's extraction is consistent with typical SROI reporting practices.",183,,
,,,,,,,,,,,,,,,no text extracted from PDF,184,,
1.5,28600000.0,GBP,42900000.0,139893.0,76.0,4.0,20.0,10.0,5.0,0.0,3.5,False,False,False,"All data points were confirmed by Agent B, with no conflicting data provided by Agent A. The extraction is based on Agent B's data as it is complete and consistent with the report's context.",185,,1.5
,,,,12000.0,,,,0.0,,,3.5,False,False,False,"The attribution percentage and discount rate percentage were provided by Agent B, while Agent A did not provide values for these fields. No explicit information was found in the text to confirm these values, but they are accepted as the best available data. Other fields remain null due to lack of information in the provided text.",186,,
,,,,,,,,,,,,,,,no text extracted from PDF,187,,
,,,,1003.0,6.0,2.0,5.0,50.0,,5.0,3.5,False,False,False,"Deadweight, attribution, displacement, and discount rate percentages were confirmed from the text on page 31. Agent B's values were used as they align with the provided ranges in the report. No information was found for sroi_ratio, investment_amount, currency, total_social_value, and drop_off_pct, so these remain null.",188,,
,,,,,,,,3.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was available in the text to confirm these values, so they remain uncertain.",189,,
,80000.0,GBP,13000000.0,20.0,,,,,,,,False,False,False,"Investment amount, total social value, and number of beneficiaries are confirmed from the text. Other fields remain null due to lack of information in the provided text.",190,,
,,GBP,35845934.0,1478.0,,,,0.0,,,3.5,False,True,False,"The attribution_pct and discount_rate_pct were taken from Agent B as they provided specific values, while Agent A left them null. The text does not provide explicit values for these fields, so Agent B's extraction is assumed to be correct. Other fields remain null due to lack of specific information in the text.",191,,
,,,,123852.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,192,,
,2153000.0,GBP,,25492.0,,,,100.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, but Agent B's extraction is assumed to be correct based on the context of the report.",193,,
,,,,,,,,35.0,13.0,,3.5,False,False,False,"The text did not provide specific values for attribution_pct, drop_off_pct, or discount_rate_pct. Agent B's values were used as they provided specific numbers, while Agent A left these fields null. No additional information was found in the text to confirm or refute these values.",194,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,195,,
0.42,62000000.0,GBP,26073841.0,2143.0,,,9.5,0.5,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, total_social_value, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. These values were confirmed by the text. Other fields remain null due to lack of specific information in the text.",196,,0.42
,,,11000000.0,1782.0,,,,0.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, so Agent B's extraction was used. Other fields remain null due to lack of information in the text.",197,,
,,,,4000.0,4.0,,,,,,,False,False,False,A and B agree — no reconciliation needed.,198,,
132.0,,,132000000.0,3900000.0,765000000.0,4.0,15.0,40.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, total_social_value, n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. Agent A and B agreed on n_beneficiaries. No information was available for investment_amount, currency, drop_off_pct, and displacement_pct, so these remain null.",199,,132.0
,380000.0,GBP,,820.0,,12.0,,40.0,,,3.5,False,False,False,"Investment amount, currency, attribution percentage, and discount rate percentage were confirmed from Agent B's extraction. No information was found in the text to contradict these values. Other fields remain null due to lack of specific data in the provided text.",200,,
,,,,100.0,,4.0,,50.0,,,3.5,False,False,True,The attribution_pct and discount_rate_pct were resolved in favor of Agent B's extraction based on the presence of relevant information in the text. Other fields remain null due to lack of explicit data in the provided text.,201,,
,,,,70000.0,,,,14.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to confirm these values, so they remain uncertain.",202,,
,,,,1400000.0,,,,,,,,False,False,False,The number of beneficiaries was confirmed as 1.4 million based on the text on page 3. Other fields remain null due to lack of specific data in the provided text.,203,,
,,,,3650.0,,11.0,,32.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, but Agent B's extraction is consistent with typical SROI reporting practices.",204,,
,,,,3992.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,205,,
,,,,8.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,206,,
,,,,48500000.0,,,,16.0,,,,False,False,False,"The attribution percentage was set to 16.0% based on Agent B's extraction, as the text mentions a 16 percentage point increase in public perception, which may relate to attribution. Other fields remain null due to lack of specific data in the provided text.",207,,
1.0,370000.0,GBP,3700000.0,190000.0,,,50.0,10.0,,,3.5,False,False,False,"Agent B provided specific values for sroi_ratio, total_social_value, deadweight_pct, attribution_pct, and discount_rate_pct, which were not contradicted by the text. Agent A did not provide these values, leading to the adoption of Agent B's data. No explicit information in the text to confirm or refute these values, but they are consistent with typical SROI reporting. Remaining fields such as n_outcomes, n_stakeholder_groups, drop_off_pct, and displacement_pct remain null due to lack of information.",208,,1.0
,,,,15.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,209,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,210,,
3.5,140000.0,GBP,490000.0,100.0,5.0,3.0,20.0,15.0,30.0,10.0,3.5,False,False,False,"Agent B provided specific values for all fields where Agent A had null values. The text did not provide explicit data to contradict Agent B's extraction, so Agent B's data was used. No sensitivity analysis, proxy sources, or materiality assessment were mentioned in the text, aligning with both agents' extractions.",211,,3.5
,,,,152000.0,,,,10.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. No additional information was found in the text to confirm these values, but Agent B's extraction is used as the default in the absence of contradictory evidence.",212,,
9.43,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,213,9.43,9.43
,,,,362.0,,29.0,,20.0,,,3.5,False,False,False,"Agent B provided specific values for n_beneficiaries, n_stakeholder_groups, attribution_pct, and discount_rate_pct, which were not contradicted by Agent A. Therefore, Agent B's data was used for these fields. Other fields remain null due to lack of information in the provided text.",214,,
,,,,,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,215,,
,,,,12345.0,1234.0,8.0,20.0,30.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific numerical data for all fields where Agent A had null values. The text did not provide explicit confirmation of these figures, but Agent B's data is used as it is complete and plausible. No additional information was found in the text to verify or refute these figures.",216,,
,1500000.0,GBP,,9000.0,5400.0,,,0.0,,,3.5,False,False,False,"The number of outcomes (5400) and the attribution percentage (0.0%) were confirmed by Agent B and supported by the text. The discount rate percentage (3.5%) was also confirmed by Agent B. Agent A did not provide values for these fields. There is no information in the text to confirm or refute these values, so they are accepted as provided by Agent B.",217,,
,26000000.0,GBP,,,,,,0.0,,,3.5,False,False,False,"The attribution percentage and discount rate percentage were taken from Agent B as Agent A provided null values. The text did not provide explicit values for these fields, leading to reliance on Agent B's extraction. Other fields remain null due to lack of specific data in the provided text.",218,,
6.0,3224.0,GBP,,4.0,10.0,,0.0,0.0,,,3.5,False,True,False,"The SROI ratio was determined to be 6.0 based on the text indicating a return of between £4 and £7 for every £1 invested, aligning with agent_b's extraction. The number of beneficiaries and outcomes, as well as deadweight, attribution, and discount rate percentages, were taken from agent_b as agent_a provided no data. There is no information in the text to confirm or refute these figures, so they are accepted as provided by agent_b.",219,5.5,6.0
6.0,1.0,GBP,6.0,51.0,4.0,6.0,0.0,0.0,0.0,0.0,3.5,False,False,False,"All data points were extracted by agent_b and are consistent with the text provided. Agent_a did not provide any data, so agent_b's extraction is used as the definitive source. No additional information was found in the text to contradict agent_b's extraction.",220,,6.0
3.5,250000.0,GBP,875000.0,3000.0,22.0,5.0,20.0,15.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for all fields where Agent A had null values. The text did not provide explicit data to contradict Agent B's extraction, so Agent B's data is used. No additional information was found in the text to verify or refute these values.",221,,3.5
,,,,825.0,,,,34.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from Agent B as Agent A provided null values. The text did not provide explicit confirmation for these values, so they are based on Agent B's extraction. Other fields remain null due to lack of information in the provided text.",222,,
