id,title,principle,llm_score,llm_confidence,llm_key_phrase,llm_justification,keyword_score,error
94,Reports Database:Ashram Employment and Skills Service,p1_involve_stakeholders,1,medium,Summary of stakeholder involvement,The report acknowledges stakeholder involvement but lacks specific details on how they were actively engaged.,2,
94,Reports Database:Ashram Employment and Skills Service,p2_understand_changes,1,medium,Theory of change.,The report acknowledges a theory of change but does not provide specific links between activities and outcomes.,2,
94,Reports Database:Ashram Employment and Skills Service,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
94,Reports Database:Ashram Employment and Skills Service,p7_verify_result,0,high,none,The excerpt does not provide any evidence of a sensitivity analysis or discussion of key assumptions affecting the SROI ratio.,2,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,2,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values used to monetize outcomes in the provided text.,1,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p7_verify_result,2,high,Table 11: Sensitivity analysis of higher outcomes,"The report explicitly mentions a sensitivity analysis table, indicating a substantive application of the principle.",2,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p6_be_transparent,1,medium,data collection and stakeholder engagement,The report acknowledges data collection and stakeholder engagement but lacks specific details on assumptions made.,2,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p1_involve_stakeholders,1,medium,many professionals working in the children’s centres...complete questionnaires,The report acknowledges stakeholder involvement through data collection but lacks specific details on how they were actively engaged in identifying outcomes or validating findings.,2,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p2_understand_changes,1,medium,"The story of change - inputs, outputs, outcomes","The report acknowledges the story of change and mentions inputs, outputs, and outcomes, but does not provide specific links between activities and outcomes.",1,
366,Reports Database:Cambridgeshire’s Funded Two-year-old Childc,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of deadweight, attribution, drop-off, or displacement adjustments.",2,
84,Reports Database:The Social Return on Investment of Drug and,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
84,Reports Database:The Social Return on Investment of Drug and,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
84,Reports Database:The Social Return on Investment of Drug and,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
84,Reports Database:The Social Return on Investment of Drug and,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
84,Reports Database:The Social Return on Investment of Drug and,p8_be_responsive,1,medium,"help the case study, and the wider field, to improve their measurement of outcomes","The report acknowledges the need for improvement in outcome measurement but lacks specific, actionable recommendations.",0,
84,Reports Database:The Social Return on Investment of Drug and,p2_understand_changes,1,medium,Enhance understanding of the outcomes achieved by providing support services,The report acknowledges the outcomes of the family support services but does not provide a clear causal pathway linking specific activities to those outcomes.,1,
84,Reports Database:The Social Return on Investment of Drug and,p1_involve_stakeholders,1,medium,The evaluation had two specific components,"While the report acknowledges stakeholder involvement in the evaluation process, it lacks specific details on how stakeholders were actively engaged in identifying outcomes or validating findings.",1,
84,Reports Database:The Social Return on Investment of Drug and,p6_be_transparent,1,medium,The SROI methodology is summarised in the appendix 1.,"The report acknowledges the use of a specific SROI methodology, but does not provide detailed assumptions or their justifications.",2,
7,Reports Database:The Wise Group Cadder Environmental Improve,p7_verify_result,0,high,none,The report does not provide any evidence of sensitivity analysis or scenario testing for the SROI ratio.,1,
7,Reports Database:The Wise Group Cadder Environmental Improve,p2_understand_changes,1,medium,The impacts of the Cadder Project,The report acknowledges various impacts but does not clearly document how specific activities lead to these outcomes.,2,
7,Reports Database:The Wise Group Cadder Environmental Improve,p5_do_not_overclaim,1,medium,deadweight is 'taken into account',The report acknowledges deadweight but does not provide specific rates or adjustments.,0,
7,Reports Database:The Wise Group Cadder Environmental Improve,p1_involve_stakeholders,1,medium,Design input to the Cadder Project in consultation with the community,"The report acknowledges stakeholder involvement in the design phase, but lacks detailed evidence of active engagement methods.",2,
7,Reports Database:The Wise Group Cadder Environmental Improve,p8_be_responsive,1,medium,"explicit recommendations section, lessons learned","The report mentions an explicit recommendations section and lessons learned, but lacks specific, actionable recommendations.",2,
7,Reports Database:The Wise Group Cadder Environmental Improve,p6_be_transparent,1,medium,The analysis within this report is based upon the Social Return on Investment (SROI) model,The report acknowledges the use of the SROI model but does not provide specific assumptions or their justifications.,0,
7,Reports Database:The Wise Group Cadder Environmental Improve,p3_value_what_matters,1,medium,12 financial indicators were used in the study to measure these impacts,The report acknowledges the use of financial indicators to measure impacts but does not specify the proxies or their values.,1,
7,Reports Database:The Wise Group Cadder Environmental Improve,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
107,Reports Database:An evaluation of social added value for Hor,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
107,Reports Database:An evaluation of social added value for Hor,p3_value_what_matters,1,medium,value returned relative to the cost of service provision,The report acknowledges the attribution of values to impacts but does not specify the financial proxies used.,1,
107,Reports Database:An evaluation of social added value for Hor,p1_involve_stakeholders,1,medium,"Stakeholders Main stakeholders, who they are, how many and scope restricted to",The report acknowledges stakeholder groups but lacks specific details on how they were actively engaged in the SROI process.,2,
107,Reports Database:An evaluation of social added value for Hor,p7_verify_result,1,medium,The total impact calculated from the impact map for Care and Repair West Lothian,The report acknowledges the impact calculated but does not provide specific sensitivity analysis or scenarios.,1,
107,Reports Database:An evaluation of social added value for Hor,p5_do_not_overclaim,1,medium,acknowledged but without specific application,"The report mentions the SROI process and acknowledges the need for adjustments but does not provide specific rates for deadweight, attribution, or drop-off.",0,
107,Reports Database:An evaluation of social added value for Hor,p8_be_responsive,1,medium,Conclusion and Recommendations,"The report mentions a 'Conclusion and Recommendations' section, but specific actionable recommendations are not provided in the excerpt.",2,
107,Reports Database:An evaluation of social added value for Hor,p6_be_transparent,1,medium,"assumptions made was £940,067",The report acknowledges assumptions but does not provide specific details or documentation of those assumptions.,2,
107,Reports Database:An evaluation of social added value for Hor,p2_understand_changes,2,high,The impact map constructed for Care and Repair West Lothian showed that a range of outcomes were being created,"The report provides a clear impact map linking specific outcomes to the activities of the Care and Repair service, demonstrating a well-documented theory of change.",2,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p8_be_responsive,1,medium,none,"The report mentions outcomes and stakeholder consultation but lacks specific, actionable recommendations.",1,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p7_verify_result,0,high,none,The report does not provide any evidence of sensitivity analysis or scenario testing for the SROI ratio.,1,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,1,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p6_be_transparent,1,medium,"analysis of 500 survey returns, one to one interviews with 50 clients",The report acknowledges data collection methods but lacks specific details on assumptions and their justifications.,1,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p1_involve_stakeholders,1,medium,one to one interviews with 50 clients and 12 other stakeholders,"The report mentions stakeholder interviews, but lacks detail on how stakeholders were actively engaged in identifying outcomes or validating findings.",2,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or rates for deadweight, attribution, displacement, or drop-off.",0,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,1,
108,Reports Database:Care & Repair West Lothian SROI Analysis (S,p2_understand_changes,2,high,impact map constructed for Care and Repair West Lothian following stakeholder consultation,"The report provides a clear impact map that links specific outcomes to the activities of Care and Repair West Lothian, demonstrating a well-defined causal pathway.",2,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p5_do_not_overclaim,1,medium,The study was unable to explore some aspects of value creation,The report acknowledges the need for adjustments like deadweight and attribution but lacks specific rates or detailed application.,0,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p1_involve_stakeholders,1,medium,The stakeholders of Perth YMCA range from internal ones,"While stakeholders are acknowledged, there is no specific evidence of their active engagement in the SROI process.",1,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p8_be_responsive,1,medium,the study was unable to explore some aspects of value creation,"The report acknowledges the need for learning and improvement but lacks specific, actionable recommendations.",2,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p4_only_material,1,medium,The study was unable to explore some aspects of value creation,The report acknowledges the exclusion of certain outcomes but does not provide specific details on what was excluded or why.,0,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p7_verify_result,1,medium,The study was unable to explore some aspects of value creation,The report acknowledges limitations in exploring certain impacts but does not provide specific sensitivity analysis or scenarios.,1,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p3_value_what_matters,1,medium,10 financial indicators were used in the study to measure these impacts,The report acknowledges the use of financial indicators to measure impacts but does not specify the proxies or their values.,1,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p2_understand_changes,1,medium,The impact map constructed for Perth YMCA’s Get Ready for Work programme showed that a range of impacts were being created,"While the report identifies various impacts, it does not clearly document how specific activities lead to these outcomes.",2,
2,Reports Database:Perth YMCA Get Ready for Work Programme Soc,p6_be_transparent,1,medium,The study was unable to explore some aspects of value creation,The report acknowledges assumptions and limitations but lacks specific documentation of key assumptions and their justifications.,1,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p6_be_transparent,0,high,none,"The excerpt does not provide any specific assumptions or their justifications, only general statements.",1,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p7_verify_result,0,high,none,The report does not provide any evidence of sensitivity analysis or scenario testing for the SROI ratio.,2,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or rates for deadweight, attribution, displacement, or drop-off.",0,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p2_understand_changes,1,medium,the project offered our students a platform to voice their feelings,The report acknowledges outcomes related to student expression and pride but lacks a clear causal pathway linking activities to these outcomes.,1,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,2,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p8_be_responsive,1,medium,Recommendations to Increase Precision,"The report includes a section on recommendations, but it lacks specific, actionable details.",2,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
358,Reports Database:SROI Evaluation Analysis “Conversations” Pr,p3_value_what_matters,0,high,none,There is no evidence of specific financial proxies or unit values used for monetisation in the text provided.,1,
100,Reports Database:National Specialist Family Service (Phoenix,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,1,
100,Reports Database:National Specialist Family Service (Phoenix,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,1,
100,Reports Database:National Specialist Family Service (Phoenix,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,2,
100,Reports Database:National Specialist Family Service (Phoenix,p1_involve_stakeholders,2,high,We used semi structured interview techniques (face-to-face and by phone),"The report provides specific details about stakeholder engagement through interviews and audits, demonstrating active involvement in the SROI process.",1,
100,Reports Database:National Specialist Family Service (Phoenix,p6_be_transparent,1,medium,We collected audits to measure success both from NSFS statutory reporting database,The report acknowledges the collection of data and audits but lacks specific details on assumptions made.,1,
100,Reports Database:National Specialist Family Service (Phoenix,p8_be_responsive,1,medium,"recommendations section, lessons learned","The report acknowledges the need for learning and includes a recommendations section, but lacks specific, actionable recommendations.",0,
100,Reports Database:National Specialist Family Service (Phoenix,p5_do_not_overclaim,1,medium,"This SROI report uses feedback from stakeholders, audits and published literature","The report acknowledges the need for adjustments but does not provide specific rates or detailed application of deadweight, attribution, displacement, or drop-off.",0,
100,Reports Database:National Specialist Family Service (Phoenix,p2_understand_changes,1,medium,help them to overcome their dependence on drugs so they can be good parents,The report acknowledges outcomes related to parental recovery and family stability but lacks a clear causal pathway linking specific activities to these outcomes.,1,
296,Reports Database:Social Return on Investment of Tasmanian yo,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
296,Reports Database:Social Return on Investment of Tasmanian yo,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,1,
296,Reports Database:Social Return on Investment of Tasmanian yo,p8_be_responsive,1,medium,SCA see this initial exercise as providing them with the capacity to,"The report acknowledges the potential for future applications but lacks specific, actionable recommendations.",0,
296,Reports Database:Social Return on Investment of Tasmanian yo,p2_understand_changes,1,medium,understanding and measuring the impacts of a program or organisation,The report acknowledges the importance of understanding impacts but does not provide specific links between activities and outcomes.,2,
296,Reports Database:Social Return on Investment of Tasmanian yo,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",2,
296,Reports Database:Social Return on Investment of Tasmanian yo,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values for monetizing outcomes.,1,
296,Reports Database:Social Return on Investment of Tasmanian yo,p6_be_transparent,1,medium,none,The report acknowledges the use of SROI methodology but does not provide specific assumptions or their justifications.,2,
296,Reports Database:Social Return on Investment of Tasmanian yo,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
89,Reports Database:An SROI analysis of Anchor House,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used for monetisation.,1,
89,Reports Database:An SROI analysis of Anchor House,p5_do_not_overclaim,1,medium,Deadweight,The report acknowledges deadweight but does not provide specific rates or adjustments applied.,2,
89,Reports Database:An SROI analysis of Anchor House,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,0,
89,Reports Database:An SROI analysis of Anchor House,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
89,Reports Database:An SROI analysis of Anchor House,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or their justifications.,0,
89,Reports Database:An SROI analysis of Anchor House,p2_understand_changes,1,medium,"Anchor House is estimated to deliver £5,062,000 in gross outcomes",The report acknowledges outcomes but does not explicitly link them to specific activities or provide a detailed theory of change.,1,
89,Reports Database:An SROI analysis of Anchor House,p4_only_material,1,medium,Excluded from core is the valuation of the benefits a resident receives,The report acknowledges an exclusion but does not provide specific details on what other outcomes were considered and excluded.,2,
89,Reports Database:An SROI analysis of Anchor House,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder involvement in the SROI process.,0,
246,Reports Database:‘Be’ by Gentoo,p4_only_material,0,high,none,The report does not explicitly discuss any outcomes that were excluded or provide reasons for their exclusion.,1,
246,Reports Database:‘Be’ by Gentoo,p2_understand_changes,1,medium,Key outcomes that have emerged for stakeholders are detailed below,The report lists several outcomes but does not explicitly document how activities lead to these outcomes.,2,
246,Reports Database:‘Be’ by Gentoo,p7_verify_result,0,high,none,The excerpt does not provide any evidence of a sensitivity analysis or discussion of key assumptions affecting the SROI ratio.,2,
246,Reports Database:‘Be’ by Gentoo,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used for monetisation.,1,
246,Reports Database:‘Be’ by Gentoo,p1_involve_stakeholders,1,medium,stakeholders; the outcomes identified from them is measured and valued,The report acknowledges stakeholder involvement in identifying outcomes but lacks specific details on how they were actively engaged.,2,
246,Reports Database:‘Be’ by Gentoo,p6_be_transparent,1,medium,existing data from evaluation questionnaires,The report acknowledges the use of data but does not specify the assumptions or their justifications.,2,
246,Reports Database:‘Be’ by Gentoo,p5_do_not_overclaim,1,medium,amount of change that might have happened anyway or is attributed to others,The report acknowledges the consideration of deadweight and attribution but lacks specific rates or adjustments.,0,
246,Reports Database:‘Be’ by Gentoo,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,2,
10,Reports Database:RNIB and Action for Blind People Social Fir,p7_verify_result,1,medium,SROI Sensitivity Analysis,The report acknowledges a sensitivity analysis but does not provide specific scenarios or results.,2,
10,Reports Database:RNIB and Action for Blind People Social Fir,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,1,
10,Reports Database:RNIB and Action for Blind People Social Fir,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
10,Reports Database:RNIB and Action for Blind People Social Fir,p2_understand_changes,1,medium,"factors creating these changes were empowerment, supportive management",The report acknowledges changes and factors influencing them but lacks a clear theory of change linking activities to specific outcomes.,2,
10,Reports Database:RNIB and Action for Blind People Social Fir,p5_do_not_overclaim,1,medium,deadweight is 'taken into account',The report acknowledges the consideration of deadweight but does not provide specific rates or adjustments.,0,
10,Reports Database:RNIB and Action for Blind People Social Fir,p6_be_transparent,1,medium,"assumptions were made, but WHAT they are and WHY",The report acknowledges the existence of assumptions but does not provide specific details or documentation of those assumptions.,2,
10,Reports Database:RNIB and Action for Blind People Social Fir,p1_involve_stakeholders,1,medium,interviewing ten current and past employees and trainees,"The report acknowledges stakeholder involvement through interviews, but lacks detail on how their input shaped the outcomes.",1,
10,Reports Database:RNIB and Action for Blind People Social Fir,p3_value_what_matters,1,medium,saved the government money in welfare spending,The report acknowledges the use of government cost data but does not specify which proxies or values were used.,1,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p1_involve_stakeholders,0,high,none,The report does not provide any specific evidence of stakeholder engagement in the SROI process.,1,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,0,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p5_do_not_overclaim,0,high,none,"The report does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p2_understand_changes,1,medium,Outcomes for Released Offenders,The report acknowledges outcomes related to specific stakeholders but does not clearly link activities to these outcomes in a detailed manner.,1,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,1,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
109,Reports Database:Trident Reach – Homeless Link Transition Fu,p6_be_transparent,0,high,none,"The report does not provide any specific assumptions or their justifications, only general descriptions of the project.",1,
168,Reports Database:An evaluation of the social value of the Ge,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,1,
168,Reports Database:An evaluation of the social value of the Ge,p2_understand_changes,1,medium,impact reading can have on an individual,The report acknowledges the impact of reading but does not provide a clear causal pathway linking specific activities to documented outcomes.,1,
168,Reports Database:An evaluation of the social value of the Ge,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
168,Reports Database:An evaluation of the social value of the Ge,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
168,Reports Database:An evaluation of the social value of the Ge,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or details about data sources or proxies.,1,
168,Reports Database:An evaluation of the social value of the Ge,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
168,Reports Database:An evaluation of the social value of the Ge,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
168,Reports Database:An evaluation of the social value of the Ge,p1_involve_stakeholders,1,medium,arranging and assisting with focus groups and sessions involving children,"The report acknowledges the involvement of stakeholders in focus groups, but lacks detailed evidence of their active engagement in identifying outcomes or validating findings.",2,
264,Reports Database:The benefits on investing in Early Child De,p1_involve_stakeholders,0,high,none,The excerpt does not provide any specific evidence of stakeholder engagement activities or validation processes.,2,
264,Reports Database:The benefits on investing in Early Child De,p6_be_transparent,1,medium,further details on outcome incidence indicators for children,The report acknowledges the need for specific assumptions and indicators but does not provide detailed tables or explicit statements of proxy justification.,1,
264,Reports Database:The benefits on investing in Early Child De,p3_value_what_matters,1,medium,Valuing outcomes using financial proxies,The report acknowledges the use of financial proxies for valuing outcomes but does not provide specific details or examples of the proxies used.,1,
264,Reports Database:The benefits on investing in Early Child De,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
264,Reports Database:The benefits on investing in Early Child De,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any specific evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",2,
264,Reports Database:The benefits on investing in Early Child De,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
264,Reports Database:The benefits on investing in Early Child De,p8_be_responsive,0,medium,none,The excerpt does not provide any specific recommendations or lessons learned from the SROI process.,1,
264,Reports Database:The benefits on investing in Early Child De,p2_understand_changes,1,medium,Theory of Change for the SROI,The report acknowledges a Theory of Change but does not provide specific details linking activities to outcomes.,2,
145,Reports Database:A Social Return on Investment analysis on E,p6_be_transparent,0,high,none,The excerpt does not provide any specific assumptions or details about data sources or proxies.,1,
145,Reports Database:A Social Return on Investment analysis on E,p8_be_responsive,0,high,none,The excerpt does not provide any specific recommendations or evidence of organizational learning.,0,
145,Reports Database:A Social Return on Investment analysis on E,p3_value_what_matters,0,high,none,The excerpt does not provide any specific evidence of monetisation proxies or financial values assigned to outcomes.,1,
145,Reports Database:A Social Return on Investment analysis on E,p4_only_material,0,high,none,The excerpt does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
145,Reports Database:A Social Return on Investment analysis on E,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or testing of key assumptions.,0,
145,Reports Database:A Social Return on Investment analysis on E,p5_do_not_overclaim,0,high,none,"The excerpt does not provide any evidence or mention of adjustments for deadweight, attribution, displacement, or drop-off.",0,
145,Reports Database:A Social Return on Investment analysis on E,p1_involve_stakeholders,0,high,none,The excerpt does not provide any evidence of stakeholder involvement in the SROI process.,1,
145,Reports Database:A Social Return on Investment analysis on E,p2_understand_changes,1,medium,potential outcomes and impact that will occur generated by a capital investment,The report acknowledges potential outcomes but does not provide a clear causal pathway linking activities to specific outcomes.,1,
381,Reports Database:Victorian Women’s Housing Association Resea,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
381,Reports Database:Victorian Women’s Housing Association Resea,p2_understand_changes,1,medium,VWHA is committed to measuring the outcomes it achieves.,The report acknowledges the importance of measuring outcomes but does not provide a clear theory of change or specific links between activities and outcomes.,1,
381,Reports Database:Victorian Women’s Housing Association Resea,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used to monetize outcomes.,1,
381,Reports Database:Victorian Women’s Housing Association Resea,p8_be_responsive,1,medium,VWHA plans to have between 65 to 80 properties available for rent,"The report mentions plans for future projects, but lacks specific, actionable recommendations or lessons learned.",0,
381,Reports Database:Victorian Women’s Housing Association Resea,p5_do_not_overclaim,1,medium,acknowledged but without specific application,"The report mentions the SROI analysis process but does not provide specific rates for deadweight, attribution, or drop-off.",0,
381,Reports Database:Victorian Women’s Housing Association Resea,p1_involve_stakeholders,1,medium,commissioned Social Ventures Australia (SVA) Consulting to evaluate the outcomes,"The report acknowledges the involvement of SVA in the evaluation process, but lacks specific details on how stakeholders were actively engaged in identifying outcomes or validating findings.",0,
381,Reports Database:Victorian Women’s Housing Association Resea,p7_verify_result,1,medium,provides a rigorous and conservative measure of the impact,The report acknowledges a conservative measure of impact but does not provide specific sensitivity analysis or scenarios.,1,
381,Reports Database:Victorian Women’s Housing Association Resea,p6_be_transparent,0,high,none,The report does not explicitly document any specific assumptions or their justifications.,0,
20,Reports Database:Octavia View SROI Forecast,p8_be_responsive,1,medium,ensuring Octavia View has in place a robust and efficient system for social impact measurement,"The report includes some recommendations, but they lack specificity and actionable details.",2,
20,Reports Database:Octavia View SROI Forecast,p5_do_not_overclaim,1,medium,Some of these were tested in a sensitivity analysis,"The report acknowledges the need for adjustments but lacks specific rates for deadweight, attribution, and drop-off.",0,
20,Reports Database:Octavia View SROI Forecast,p3_value_what_matters,1,medium,Secondary research was conducted to identify indicators and financial proxies,The report acknowledges the use of financial proxies but does not specify which proxies were used.,1,
20,Reports Database:Octavia View SROI Forecast,p1_involve_stakeholders,1,medium,the Ferry Project’s current service users and the local community were consulted,"While there is mention of stakeholder consultation, specific details on how they were engaged are lacking.",2,
20,Reports Database:Octavia View SROI Forecast,p7_verify_result,2,high,the SROI produced was recorded. The SROI calculated changed to between 2.53 and 3.72,"The report provides specific SROI ratios under different assumptions, demonstrating a substantive sensitivity analysis.",2,
20,Reports Database:Octavia View SROI Forecast,p2_understand_changes,1,medium,impact map which guided decisions about which outputs and outcomes would be included,"The report acknowledges the creation of an impact map and identifies outputs and outcomes, but does not provide a clear causal pathway linking activities to specific outcomes.",2,
20,Reports Database:Octavia View SROI Forecast,p6_be_transparent,1,medium,Some of these were tested in a sensitivity analysis,"The report acknowledges assumptions and mentions sensitivity analysis, but lacks specific details on those assumptions.",1,
20,Reports Database:Octavia View SROI Forecast,p4_only_material,1,medium,Some outputs identified were not included because there was no evidence,The report acknowledges that certain outputs were excluded but does not provide specific details or justifications for each exclusion.,2,
24,Reports Database:Country Education Foundation of Australia S,p8_be_responsive,1,medium,none,"The report acknowledges the need for learning and recommendations but does not provide specific, actionable recommendations.",0,
24,Reports Database:Country Education Foundation of Australia S,p3_value_what_matters,0,high,none,The excerpt does not provide any specific financial proxies or unit values used for monetisation.,1,
24,Reports Database:Country Education Foundation of Australia S,p4_only_material,0,high,none,The report does not provide any explicit discussion of outcomes that were excluded or the reasons for their exclusion.,0,
24,Reports Database:Country Education Foundation of Australia S,p7_verify_result,0,high,none,The excerpt does not provide any evidence of sensitivity analysis or scenario testing related to the SROI ratio.,1,
24,Reports Database:Country Education Foundation of Australia S,p1_involve_stakeholders,1,medium,Three stakeholder groups have been identified and engaged,"While the report mentions stakeholder groups and their identification, it lacks specific details on how they were actively engaged in the SROI process.",2,
24,Reports Database:Country Education Foundation of Australia S,p2_understand_changes,2,high,The outcomes identified for grant recipients are: 1. Reduced financial pressure,"The report explicitly identifies specific outcomes linked to the activities of CEFA, demonstrating a clear causal pathway.",1,
24,Reports Database:Country Education Foundation of Australia S,p5_do_not_overclaim,1,medium,deadweight is 'taken into account',The report acknowledges deadweight but does not provide specific rates or adjustments.,0,
24,Reports Database:Country Education Foundation of Australia S,p6_be_transparent,1,medium,acknowledged but without specific application,The report mentions stakeholder engagement and the identification of outcomes but lacks specific documentation of assumptions and their justifications.,1,
