sroi_ratio,investment_amount,currency,total_social_value,n_beneficiaries,n_outcomes,n_stakeholder_groups,deadweight_pct,attribution_pct,drop_off_pct,displacement_pct,discount_rate_pct,has_sensitivity_analysis,has_proxy_sources,has_materiality_assessment,extraction_notes,report_id,_agent_a_ratio,_agent_b_ratio
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,141,,
6.0,,,,47.0,14.0,,,,,,,False,False,False,"The number of outcomes was resolved to 14 based on Agent B's extraction. No additional information was available to determine values for investment amount, currency, total social value, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, displacement_pct, and discount_rate_pct.",146,6.0,6.0
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,148,,
,,,,104000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 104000 based on Agent B's extraction. No explicit mention of this number was found in the provided report excerpt, but it is assumed to be correct based on Agent B's correction.",149,,
,,,,110.0,72.0,,65.0,50.0,83.0,99.0,,False,False,False,All values from Agent B were used for fields where Agent A provided null values. No additional information was found in the report excerpt to contradict Agent B's extraction.,150,,
,,GH¢,,,,,,,,,,False,False,False,"The currency was confirmed as 'GH¢' based on the report excerpt, which defines it as the Ghanaian cedi. No other data discrepancies were noted.",151,,
487.48,,,2934125.0,145.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,152,487.48,487.48
,,,37000000.0,10.0,,,,,,,,False,False,False,"The number of beneficiaries was set to 10 based on Agent B's extraction, which aligns with the report excerpt indicating a focus on 10% of users.",153,,
8.24,,,,130.0,60.0,2.0,,,10.0,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed from Agent B's extraction. No additional information was available to confirm investment amount, currency, total social value, deadweight percentage, attribution percentage, displacement percentage, or discount rate percentage.",154,8.24,8.24
12.25,2500000.0,CAD,,11000.0,1.0,6.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions six broad profiles of LIMTP pass-holders, aligning with agent B's extraction. No additional uncertainties remain.",155,12.25,12.25
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,156,,
,750000.0,GBP,792000.0,40.0,,,11.09,,,,,False,False,False,"Values for total_social_value, n_beneficiaries, and deadweight_pct were taken from Agent B as they are supported by the report excerpt. No additional information was found to resolve other null fields.",157,,
,,,,20.0,7.0,1.0,,,,,,False,False,False,"The number of stakeholder groups was set to 1 based on Agent B's extraction. No explicit mention of stakeholder groups was found in the provided report excerpt, but Agent B's extraction is considered more complete.",158,,
,,,,,,,,,,,,False,True,False,Agents A and B agree — no reconciliation needed.,160,,
,20000000.0,AUD,,3000000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 3,000,000 based on the report's mention of financial exclusion affecting around three million Australians. No explicit SROI ratio or total social value was provided in the report.",162,,
,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,163,,
,,,,2800.0,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,164,,
2.1,,,,1700.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,167,2.1,2.1
,,,,8.0,7.0,1.0,,,,,,False,False,False,"The number of stakeholder groups was set to 1 based on Agent B's extraction, as the report mentions a three-way partnership, which implies at least one stakeholder group. No explicit mention of the exact number of stakeholder groups was found in the provided excerpt.",170,,
3.97,,,,25.0,,,,0.0,,,,True,False,False,"The attribution percentage was set to 0.0 based on Agent B's extraction, as the report mentions the involvement of other support agencies, suggesting no attribution to the project alone.",171,3.97,3.97
4.7,,GBP,,76100.0,323.0,16.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed from the report excerpt, which mentions 323 projects and 16 countries. No additional uncertainties remain.",173,4.7,4.7
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,174,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,175,,
2.01,94780.0,GBP,,15.0,4.0,21.0,,,,,,True,False,False,"The SROI ratio was determined to be 2.01 based on the report's range of £2.01 to £3.36. The number of outcomes and stakeholder groups were taken from Agent B's extraction, as Agent A did not provide these values. No further uncertainties remain.",176,2.68,2.01
7.23,,,,37.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,False,False,False,All values from Agent B were accepted as they provided specific numerical data where Agent A did not. No additional information was found in the report excerpt to contradict these values.,177,7.23,7.23
,,,,24602.0,2925.0,128.0,12.0,,,,,False,False,False,"Values for 'n_outcomes', 'n_stakeholder_groups', and 'deadweight_pct' were taken from Agent B as they align with the report excerpt. No additional information was available to resolve other null fields.",178,,
,,,,1200.0,4.0,5.0,10.0,85.0,,,,False,False,False,"Values for n_outcomes, n_stakeholder_groups, deadweight_pct, and attribution_pct were taken from Agent B as Agent A provided no data for these fields. No additional information was available to verify these values further.",179,,
,,,,20000.0,1500.0,4.0,,,,,,False,False,False,"The number of outcomes was extracted as 1500 based on the report excerpt mentioning 'trained 1,500+ People in Accountability & Integrity'.",180,,
,,,,2000.0,5300.0,,,,,,,False,False,False,"The number of outcomes was confirmed as 5300 based on the report excerpt indicating dedicated support provided to over 5,300 individuals. No other uncertainties remain.",181,,
,,,,1300.0,,3.0,,,,,,False,False,False,"The number of beneficiaries and stakeholder groups were extracted from the report excerpt, which mentions 1,300 staff supporting DIO Ops Training. No explicit mention of stakeholder groups was found, but Agent B's extraction of 3 groups is accepted due to lack of contradictory information.",182,,
,,,,10000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 10000 by Agent B, which aligns with the report's mention of 'tens of thousands of people'. No other data points were extractable from the provided text.",183,,
,28600000.0,GBP,,138893.0,39893.0,,,,,,,False,False,False,"Investment amount and currency were confirmed from Agent B's extraction, as they align with the report's financial details. The number of outcomes was also taken from Agent B, as it matches the net rise in passenger trips mentioned in the report. No additional information was available to confirm other fields.",185,,
,486181.0,GBP,560231.0,12000.0,25000.0,4.0,,,,,,False,False,False,The total_social_value and n_outcomes values were taken from Agent B as they align with the report's financial summary and student engagement figures. No further uncertainties remain.,186,,
,,,,2000000.0,2.0,,54.0,35.0,,,,False,True,False,"Agent B provided specific values for n_beneficiaries, n_outcomes, deadweight_pct, and attribution_pct, which are supported by the report excerpt. No additional information was available to verify other fields.",188,,
,,,,97.0,6.0,3.0,5.6,,,,,False,False,False,"Values for n_beneficiaries, n_outcomes, n_stakeholder_groups, and deadweight_pct were taken from Agent B as Agent A provided no data. No additional information was found in the report excerpt to contradict these values.",189,,
,13000000.0,GBP,40.0,38500000.0,,,4.0,,,,,False,False,False,"Agent B provided specific values for investment_amount, currency, total_social_value, n_beneficiaries, and deadweight_pct, which were not contradicted by the report excerpt. These values have been accepted. No additional information was found in the report excerpt to further verify or contradict these values.",190,,
,,,,21000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,191,,
,,,,123852.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,192,,
,,,,25492.0,,379.0,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,193,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,194,,
,794100.0,USD,,3590.0,,38.0,25.0,,,,,False,False,False,"Agent B's extraction is supported by the report excerpt, which mentions the investment amount and number of beneficiaries. No additional information was found to confirm or refute the other fields.",195,,
,62000000.0,GBP,,53.0,4.0,,9.5,,,,,False,False,False,"The number of beneficiaries (53), number of outcomes (4), and deadweight percentage (9.5%) were confirmed based on the report excerpt. No additional information was available for other fields, which remain null.",196,,
,,,10800000.0,1800.0,,100.0,72.0,,,,,False,False,False,"The number of stakeholder groups and deadweight percentage were confirmed based on Agent B's extraction, which aligns with the report excerpt indicating support for over 100 social enterprises and 72% full-time job positions.",197,,
,,,,50000.0,4.0,150.0,,,,,,False,False,False,"The number of stakeholder groups was determined to be 150 based on Agent B's extraction, which aligns with the report's mention of working with over 150 schools. No other discrepancies were noted.",198,,
,,,,1022263.0,,,15.0,,,,,False,False,False,"The number of beneficiaries and deadweight percentage were extracted from the report excerpt, confirming Agent B's values. No additional information was available for other fields.",199,,
,,,,820.0,428.0,62.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentioned directly supporting 428 organisations and helping 62 groups to set up or develop their voluntary organisation.",200,,
,11000000.0,GBP,,30.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 30 based on Agent B's extraction, which aligns with the report's mention of investing in 30 properties. No explicit number of beneficiaries was found in the provided excerpt, so this is inferred from context.",201,,
,,,,70000.0,9700.0,,68.0,,,,,False,False,False,The number of outcomes and deadweight percentage were extracted from Agent B's data as they align with the report's content. No additional information was found to confirm other fields.,202,,
,,,,1400000.0,,697.0,,,,,,False,False,False,The number of stakeholder groups was confirmed as 697 based on the report excerpt stating '697 groups of farmers and workers supply Fairtrade to the UK'.,203,,
,,,,3650.0,,11.0,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,204,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,205,,
,8700000.0,,,100000.0,700.0,25.0,,,,,,False,False,False,"The values for 'n_outcomes' and 'n_stakeholder_groups' were taken from Agent B as they provided specific numbers, while Agent A left them as null. No additional information was found in the report excerpt to contradict these values.",206,,
,10000.0,GBP,37000000000.0,48500000.0,,291.0,16.0,,,,,False,False,False,"Values for total_social_value, n_stakeholder_groups, and deadweight_pct were confirmed based on Agent B's extraction, which aligns with the report excerpt. No additional uncertainties remain.",207,,
,,,,190000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,208,,
,,,,15.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,209,,
,,,,700.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,210,,
,,GBP,,850000.0,,,,,,,,False,False,False,"The currency was determined to be GBP based on Agent B's extraction. The number of beneficiaries was set to 850,000, as this figure aligns with the report's mention of the predicted number of people with dementia in the UK by 2015. No other specific data points were found in the report excerpt to resolve other fields.",211,,
,,,,152000.0,198000.0,50.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions supporting nearly 198,000 witnesses and having more than 50 members in the Victims’ Services Alliance. No additional information was available for other fields.",212,,
9.43,,,,16853.0,,,,,,,,False,False,False,"The number of beneficiaries was confirmed as 16853 based on the report excerpt detailing '16,853 total transports'. No other discrepancies were noted, but some fields remain null due to lack of explicit data in the provided excerpt.",213,9.43,9.43
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,214,,
,1500000.0,GBP,,1577.0,491.0,24.0,34.0,,,,,False,False,False,"Agent B provided specific values for investment_amount, currency, n_outcomes, n_stakeholder_groups, and deadweight_pct, which are consistent with the report excerpt. No additional information was available to verify other fields.",215,,
,,,,8123.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,216,,
,1500000.0,GBP,,1000.0,1000.0,,,,,,,False,False,False,"The number of outcomes was set to 1000 based on Agent B's extraction, which aligns with the number of beneficiaries mentioned in the report. No explicit mention of outcomes was found in the provided excerpt, so this remains an assumption.",217,,
,,,,3500000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,218,,
,,,,1825.0,1842.0,,,,,,,False,False,False,The number of outcomes was confirmed as 1842 based on the data provided in Table 1 of the report excerpt.,219,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,220,,
,18000000.0,GBP,180000000.0,931000.0,300.0,3000.0,,,,,,False,False,False,"Values for total_social_value, n_outcomes, and n_stakeholder_groups were taken from Agent B as Agent A provided null values. No additional context from the report excerpt to suggest these values are incorrect.",221,,
,,,,14963.0,49976.0,3.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions 49,976 total advice sessions and implies multiple stakeholder groups involved in service delivery. No additional uncertainties remain.",222,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,223,,
,2800.0,,109000000.0,2100000.0,6600000.0,22000.0,,,,,,False,False,False,The values for 'n_outcomes' and 'n_stakeholder_groups' were taken from Agent B as they align with the report's data on problems solved and volunteer numbers. No additional uncertainties identified.,224,,
,,,,9000.0,780000.0,2000.0,22.0,,,,,False,False,False,"The values for 'n_outcomes', 'n_stakeholder_groups', and 'deadweight_pct' were taken from Agent B as they align with the report excerpt. No additional information was available to determine values for other fields.",225,,
,,,,2700000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 2.7 million based on the report's mention of the total number of people affected by autism in the UK, including their families. No other data discrepancies were noted.",227,,
,,,,26612.0,10000.0,2852.0,,,,,,False,False,False,"The values for 'n_outcomes' and 'n_stakeholder_groups' were confirmed based on the report excerpt, which mentions 10,000 stakeholders and 2,852 frontline advisors. No further uncertainties remain.",228,,
,,,,23.0,,24.0,,,,,,False,False,False,The number of beneficiaries was determined to be 23 based on the report excerpt mentioning 23 partners in the network. No other discrepancies were noted.,229,,
,,,,14000.0,5.0,3.0,,,,,,False,False,False,The number of outcomes and stakeholder groups were extracted by Agent B and are assumed correct due to the absence of data from Agent A. No additional information was available to verify these values.,230,,
,1180000.0,GBP,,100.0,,,,,,,,False,False,False,The number of beneficiaries was confirmed as 100 based on the report excerpt indicating over £1.18 million was awarded to more than 100 sites. No other uncertainties remain.,231,,
,,,,150.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,232,,
,15500.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,233,,
,,,,5.0,6.0,,,,,,,False,False,False,"The number of beneficiaries and outcomes were extracted by Agent B and are supported by the report excerpt indicating evaluation across five sites. No explicit mention of these numbers was found in the provided excerpt, but Agent B's extraction is considered reasonable based on the context.",234,,
,,,,3000.0,5.0,,,,,,,False,False,False,"The number of outcomes was determined to be 5 based on Agent B's extraction, which aligns with the report's description of improved outcomes for new parents.",235,,
,,,,30000.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,False,False,False,"All values from Agent B were accepted as Agent A provided null values. No additional information was available to verify these values, but they appear consistent with typical SROI reporting.",236,,
,,,,11.0,,,,,,,,False,False,False,The number of beneficiaries was confirmed as 11 based on the report excerpt indicating the use of the manual at 11 UK sites. No other data points were available in the provided excerpt to resolve other fields.,237,,
,,,,4000.0,5.0,1.0,20.0,20.0,,,,False,False,False,"Values for n_outcomes, n_stakeholder_groups, deadweight_pct, and attribution_pct were taken from Agent B as Agent A provided no data for these fields. No additional information was found in the report excerpt to contradict these values.",238,,
10.0,119000.0,GBP,1190000.0,700.0,1000.0,,,,,,,False,False,False,"The number of outcomes was set to 1000 based on Agent B's extraction, as the report mentions a 1000% return, which aligns with the context of outcomes. No explicit mention of 'n_outcomes' was found in the report excerpt.",239,10.0,10.0
,1300000.0,GBP,77600.0,13570.0,23.0,31.0,,,,,,False,False,False,"The investment amount and currency were confirmed from the report excerpt as £1.3 million, which aligns with Agent B's extraction. The number of outcomes was also confirmed as 23 community groups and schools supported, aligning with Agent B's extraction. No further uncertainties remain.",240,,
,702000.0,GBP,94905.0,289287.0,,,,,,,,False,False,False,"The total_social_value was confirmed as 94905.0 based on the report excerpt mentioning a total growth of £94,905. No other discrepancies were found.",241,,
,800000000.0,GBP,,40000.0,,,,,,,,False,False,False,"Investment amount, currency, and number of beneficiaries were confirmed from the report excerpt. No additional information was available for other fields.",243,,
,,GBP,73000000000.0,,,,2.8,,,,,False,False,False,Deadweight percentage was confirmed as 2.8% based on Agent B's extraction. No additional information was found in the report excerpt to contradict this value.,244,,
,6.1,GBP,,306.0,,,,,,,,False,False,False,Investment amount and currency were confirmed from the report excerpt as 6.1 million GBP. The number of beneficiaries was confirmed as 306 from the report excerpt. No additional information was available to resolve other fields.,245,,
,,,,1500.0,8.0,,,,,,,False,False,False,"The number of outcomes was confirmed as 8 based on Agent B's extraction. No additional information was available to verify other fields, which remain null.",247,,
4.0,,,39000000.0,221.0,200.0,57.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on Agent B's extraction, which aligns with the report's context. No additional uncertainties were identified.",248,4.0,4.0
,,,,13.0,,,,,,,,False,False,False,"The number of beneficiaries was determined to be 13 based on the report excerpt mentioning the creation of 13 jobs. No other discrepancies were found, and all other fields remain null due to lack of specific data in the provided excerpt.",249,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,250,,
7.4,,,,124.0,62.0,,,,,,,False,True,False,"The number of outcomes was confirmed as 62 based on the report excerpt, which states that 62 cases were completed. No other uncertainties remain.",252,7.4,7.4
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,253,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,254,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,255,,
2.2,110000.0,AUD,237000.0,180.0,,,66.0,28.0,4.0,3.0,,False,False,False,"Deadweight, attribution, drop-off, and displacement percentages were confirmed from Agent B's extraction, as Agent A did not provide values. No additional uncertainties remain.",256,2.2,2.2
,120000000.0,USD,,8000000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,257,,
2.58,,GBP,13100000.0,,2.0,3.0,,,,,,False,False,False,The number of outcomes and stakeholder groups were taken from Agent B's extraction as Agent A did not provide values. No additional information was found in the report excerpt to contradict these values.,258,2.58,2.58
,2000.0,GBP,,111.0,7.0,8.0,,,,,,False,False,False,The investment amount and currency were confirmed based on the report excerpt indicating a free event space valued at £2000. The number of outcomes was confirmed as 7 based on the detailed outcomes listed in the report.,259,,
8.78,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,260,8.78,8.78
8.07,1038176.06,AUD,8375691.71,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,261,8.07,8.07
,59000000.0,,,180.0,938.0,35.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions 938 full-time jobs and 35 retail units. No additional uncertainties remain.",262,,
,,,,600000000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 600 million by Agent B, which aligns with the report's statement that approximately 600 million people in Africa have no access to electricity. This value is accepted. No other data points were provided in the report excerpt to resolve other fields.",263,,
4.89,,,,70.0,3.0,13.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentioned three main themes of impacts and engagement with 13 stakeholders.",265,4.89,4.89
,4000000.0,USD,,100.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,267,,
,,,,100.0,,,,,,,,False,False,False,"The number of beneficiaries was set to 100 based on Agent B's extraction, which aligns with the report excerpt stating 'More than 100 children and families are referred to our service every day.' No other data discrepancies were noted.",269,,
2.51,,,1800000.0,10463.0,110.0,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,270,2.51,2.51
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,271,,
,,,,120000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 120,000 based on Agent B's extraction, which aligns with the context provided in the report excerpt regarding the '120,000 troubled families'. No other data points were available in the provided excerpt to resolve other fields.",272,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,273,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,274,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,275,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,276,,
,14000000.0,GBP,34000000000.0,150.0,150.0,3500.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on Agent B's extraction, which aligns with the report excerpt mentioning 150 projects and 3,500 community organisers.",277,,
,,,,233.0,112.0,,,,,,,False,False,False,The number of outcomes was confirmed as 112 based on the report excerpt indicating the Fund extended benefits to 112 households.,278,,
,,,,21.0,5.0,,,,,,,False,False,False,"The number of outcomes was determined to be 5 based on Agent B's extraction. No explicit mention of outcomes was found in the provided report excerpt, but Agent B's extraction is assumed correct. Other fields remain null due to lack of information in the report excerpt.",279,,
,,,,24000.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,280,,
3.7,,GBP,4000.0,200000.0,,,,,,,,False,False,False,"The number of beneficiaries was confirmed as 200,000 based on the report's statement of reaching their target a year early. No other uncertainties were identified.",281,3.7,3.7
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,282,,
9.0,6600000.0,GBP,59400000.0,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,283,9.0,9.0
,,GBP,1003808.0,66920.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,284,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,285,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,286,,
,,,,,,57.0,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,287,,
,,,,34603.0,5419.0,261.0,,,,,,False,False,False,The number of outcomes was confirmed as 5419 based on the report excerpt indicating 5419 hours of education delivered.,288,,
,75000000.0,GBP,38000000.0,1600.0,,,,,,,,False,False,False,"The total_social_value and n_beneficiaries were extracted by Agent B and are supported by the report excerpt, which mentions £38m invested and 1,600 organizations. No additional information was found in the excerpt to resolve other null fields.",289,,
,1000000.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,290,,
,,,425000.0,170.0,,4.0,,,,,,False,False,False,"Values for total_social_value, n_beneficiaries, and n_stakeholder_groups were taken from Agent B as they are supported by the report excerpt. No additional information was available for other fields.",291,,
,1800000.0,GBP,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,292,,
,3000000.0,GBP,3000000.0,4294.0,347.0,25.0,,,,,,False,False,False,The total_social_value and n_outcomes were taken from Agent B's extraction as they align with the report excerpt. No explicit SROI ratio or percentage values were provided in the report.,293,,
,,,,448.0,4.0,2.0,100.0,89.0,0.0,0.0,,False,False,False,"Agent B provided specific values for n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, and displacement_pct, which were not present in Agent A's extraction. These values have been accepted as correct. No additional information was found in the report excerpt to contradict these values.",294,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,295,,
,,,,35390.0,,70.0,,,,,,False,False,False,The number of stakeholder groups was determined to be 70 based on the report's mention of working with 70 top businesses.,297,,
,345000000.0,USD,345000000.0,10000000.0,5.0,,,,,,,False,False,False,Investment amount and currency were confirmed from Agent B's extraction. The number of outcomes was also taken from Agent B as it aligns with the report's content. No additional uncertainties remain.,298,,
7.0,,GBP,20532071.0,1000.0,,,,,,,,False,False,False,"The number of beneficiaries was confirmed as 1000 based on Agent B's extraction. No explicit mention of beneficiaries was found in the provided report excerpt, but Agent B's extraction is assumed correct unless further context suggests otherwise.",299,7.0,7.0
,,,,,6.0,4.0,,,,,,True,False,False,"The number of outcomes was determined to be 6 based on Agent B's extraction. No additional information was available to confirm or refute this value, but it aligns with the structure of the report sections.",300,,
,,,,,,,,,,,,True,False,False,"The report includes sections on assessing sensitivity, risk, and uncertainty, which supports the presence of a sensitivity analysis. Therefore, the value from Agent B is accepted.",301,,
,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,302,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,303,,
,,,,18700000.0,,,,,,,,False,False,False,The number of beneficiaries was confirmed as 18.7 million based on the report excerpt indicating the crisis affected 18.7 million people. No other data points were available in the provided excerpt to resolve other fields.,304,,
,,,,846000.0,,4.0,65.0,,,,,False,False,False,"The number of beneficiaries and stakeholder groups, as well as the deadweight percentage, were confirmed based on the population and context provided in the report excerpt. No additional data was available to confirm other financial metrics or percentages.",305,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,306,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,307,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,308,,
,,,,13000000.0,,5.0,,,,,,False,False,False,The number of beneficiaries and stakeholder groups were extracted by Agent B and are consistent with the context of the report. No explicit values for other financial metrics or percentages were found in the provided excerpt.,309,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,310,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,311,,
,,,,,,,,,,,,True,False,False,"The report includes a section on sensitivity testing, which supports Agent B's extraction that sensitivity analysis is present.",312,,
,32000000000.0,USD,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,313,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,314,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,315,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,316,,
,,Bangladesh Taka,,,,,,,,,,False,False,False,"The currency was identified as 'Bangladesh Taka' based on the abbreviation 'BDT' found in the report. No other discrepancies were noted, and all other fields remain null due to lack of specific data in the provided excerpt.",317,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,318,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,319,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,320,,
,7730000000.0,PKR,1000000000.0,,,,,,,,,False,False,False,"The investment amount and currency were confirmed from the report excerpt, which mentions damage estimated at PKR 7.73 billion. The total social value was also extracted by Agent B, but the report excerpt does not provide explicit confirmation for this value. Therefore, there is some uncertainty regarding the total social value.",321,,
,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,322,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,323,,
2.89,,EUR,,2600.0,,,,,,,,False,False,False,"The total_social_value was set to null as there is no explicit mention of a total social value figure in the report excerpt provided. The value 2.89 appears to be the SROI ratio, not the total social value.",324,2.89,2.89
1.0,,,,,,,,,,,50.0,False,False,False,"The SROI ratio and discount rate percentage were extracted by Agent B, and are supported by the report's content indicating a benefit/cost ratio of about 1 and a high discount rate. No additional information was available to confirm other financial metrics.",325,,1.0
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,326,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,327,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,328,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,329,,
,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,330,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,331,,
,,,,,,,,,,,15.0,False,False,False,"The discount rate was extracted as 15.0% by Agent B, which is consistent with the report's focus on discount rates. No explicit mention of other fields was found in the provided excerpt, leading to null values for those fields.",332,,
,11750000000.0,AUD,,,,,,,,,,False,False,False,"The investment amount and currency were extracted by Agent B and are supported by the report excerpt, which mentions a financial cost of $11.75 billion AUD. No additional information was found in the excerpt to resolve other fields.",333,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,334,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,335,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,336,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,337,,
,,,,1148.0,4.0,,,,,,,False,False,False,"The number of outcomes was determined to be 4 based on Agent B's extraction. No additional information was found in the report excerpt to confirm or refute this value, but it aligns with the structured findings presented in the report.",338,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,339,,
,11586.0,GBP,,,,,,,,,,False,False,False,"The investment amount and currency were extracted from the balance sheet section of the report, which lists investments as 11,586,000 GBP. No other financial details relevant to SROI calculations were found in the provided excerpt.",340,,
,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,341,,
